cohort,state_id,state_kind,gene_symbol,gene_id,gene_type,recipient_class,transcript_id,transcript_type,tss_source,tss_rank,chrom,strand,gene_start,gene_end,tss_hg38,interval_start0,interval_end0,donor_id,donor_group,donor_length,donor_allele,motif_status,placement,replacement_start_hg38,replacement_end_hg38,placement_offset_start_bp,placement_offset_end_bp,sequence_sha256,rna_liver_all_mean,rna_liver_gene_strand_mean,rna_liver_primary,n_liver_tracks,upstream_distance_bp,upstream_distance_label,native_rna_liver_primary,native_rna_liver_all_mean,native_rna_liver_gene_strand_mean,delta_liver_primary_vs_native,delta_liver_all_vs_native,delta_liver_gene_strand_vs_native,scrambled_rna_liver_primary_same_distance,delta_liver_primary_vs_scrambled_same_distance,fold_change_vs_native,log2_fold_change_vs_native
bottom500,BCAN__ENSG00000132692__ENST00000441358__tss156641389__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BCAN,ENSG00000132692.19,protein_coding,hpa_liver_bottom500,ENST00000441358.5,protein_coding,protein_coding_transcript_tss,1,chr1,+,156641389,156659532,156641389,156117100,157165676,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,156641044.0,156641358.0,-345.0,-31.0,435aafcd54493f324f133248e3932a691f54677632dba97ad6462a007f7467d6,0.0046747496428414,0.0018048687899081,0.0018048687899081,5,30.0,30,0.0016920116116213,0.0054978477127311,0.0016920116116213,0.0001128571782867,-0.0008230980698897,0.0001128571782867,0.0014011589722574,0.0004037098176506,1.0667000022409179,0.09315449093788931
bottom500,BCAN__ENSG00000132692__ENST00000441358__tss156641389__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,BCAN,ENSG00000132692.19,protein_coding,hpa_liver_bottom500,ENST00000441358.5,protein_coding,protein_coding_transcript_tss,1,chr1,+,156641389,156659532,156641389,156117100,157165676,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,156641044.0,156641358.0,-345.0,-31.0,68328495405df6dd4fa3f07457328e67732e399d0fd60fdd2f278c2208da9d78,0.0162909675437013,0.0121464514587359,0.0121464514587359,5,30.0,30,0.0016920116116213,0.0054978477127311,0.0016920116116213,0.0104544398471146,0.0107931198309702,0.0104544398471146,0.0014011589722574,0.0107452924864785,7.178704552208757,2.8437235230559375
bottom500,BECN2__ENSG00000196289__ENST00000419583__tss241957766__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,BECN2,ENSG00000196289.7,protein_coding,hpa_liver_bottom500,ENST00000419583.2,protein_coding,protein_coding_transcript_tss,1,chr1,+,241957766,241959062,241957766,241433477,242482053,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,241957421.0,241957735.0,-345.0,-31.0,5e380c18d65b8c6b899607d051b110a1319790d3b1ecd50dd06adc1ed7dac227,4.0399304911646954e-05,6.320133543328365e-05,6.320133543328365e-05,5,30.0,30,0.000101458483325,6.37049793496903e-05,0.000101458483325,-3.825714789171634e-05,-2.330567443804335e-05,-3.825714789171634e-05,6.320133543328365e-05,0.0,0.6229280525595089,-0.6828625515572745
bottom500,BECN2__ENSG00000196289__ENST00000419583__tss241957766__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BECN2,ENSG00000196289.7,protein_coding,hpa_liver_bottom500,ENST00000419583.2,protein_coding,protein_coding_transcript_tss,1,chr1,+,241957766,241959062,241957766,241433477,242482053,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,241957421.0,241957735.0,-345.0,-31.0,6b3637cd68343510a7d269c561399cb829ba7598c0a2cbc274f07f1afc72f2b0,0.0045791465032103,0.0075246968721634,0.0075246968721634,5,30.0,30,0.000101458483325,6.37049793496903e-05,0.000101458483325,0.0074232383888383,0.0045154415238606,0.0074232383888383,6.320133543328365e-05,0.0074614955367301,74.16528047299587,6.212672060547116
bottom500,BECN2__ENSG00000196289__ENST00000419583__tss241957766__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,BECN2,ENSG00000196289.7,protein_coding,hpa_liver_bottom500,ENST00000419583.2,protein_coding,protein_coding_transcript_tss,1,chr1,+,241957766,241959062,241957766,241433477,242482053,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,241957421.0,241957735.0,-345.0,-31.0,49a4c8084fe9bbf8ea8f43531732b5726bc7ff8ae433f81ca9326056d62624a9,0.3243489980578452,0.534313492513563,0.534313492513563,5,30.0,30,0.000101458483325,6.37049793496903e-05,0.000101458483325,0.534212034030238,0.3242852930784954,0.534212034030238,6.320133543328365e-05,0.5342502911781297,5266.326432280748,12.362581234005935
bottom500,BEND2__ENSG00000177324__ENST00000380033__tss18220886__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,BEND2,ENSG00000177324.14,protein_coding,hpa_liver_bottom500,ENST00000380033.9,protein_coding,protein_coding_transcript_tss,1,chrX,-,18162930,18220886,18220886,17696597,18745173,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,18220917.0,18221231.0,-345.0,-31.0,ded482470bc60304336e2256e063613bfc03148dfec50da51396c1919df7c372,7.74649268742353e-07,9.024432525811136e-07,9.024432525811136e-07,5,30.0,30,1.1658675522092457e-06,8.55724646135377e-07,1.1658675522092457e-06,-2.6342429962813204e-07,-8.107537739302402e-08,-2.6342429962813204e-07,9.024432525811136e-07,0.0,0.7740529795782037,-0.3694957807670751
bottom500,BEND2__ENSG00000177324__ENST00000380033__tss18220886__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BEND2,ENSG00000177324.14,protein_coding,hpa_liver_bottom500,ENST00000380033.9,protein_coding,protein_coding_transcript_tss,1,chrX,-,18162930,18220886,18220886,17696597,18745173,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,18220917.0,18221231.0,-345.0,-31.0,b06924994445e9c888b544bee860e3fde691d3fe8bccb55866cff865b629e163,7.567286497329741e-06,1.1390214338816413e-05,1.1390214338816413e-05,5,30.0,30,1.1658675522092457e-06,8.55724646135377e-07,1.1658675522092457e-06,1.0224346786607167e-05,6.711561851194364e-06,1.0224346786607167e-05,9.024432525811136e-07,1.0487771086235298e-05,9.76973269153316,3.288319089330279
bottom500,BEND2__ENSG00000177324__ENST00000380033__tss18220886__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,BEND2,ENSG00000177324.14,protein_coding,hpa_liver_bottom500,ENST00000380033.9,protein_coding,protein_coding_transcript_tss,1,chrX,-,18162930,18220886,18220886,17696597,18745173,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,18220917.0,18221231.0,-345.0,-31.0,684e3d03996cd083cddd9cc8496a43c38506aa9a1a06fd0ec00ea88f475b8de2,0.0003304098607305,0.0005309645564951,0.0005309645564951,5,30.0,30,1.1658675522092457e-06,8.55724646135377e-07,1.1658675522092457e-06,0.0005297986889428,0.0003295541360843,0.0005297986889428,9.024432525811136e-07,0.0005300621132425,455.4244223445069,8.831067848510065
bottom500,BFSP2__ENSG00000170819__ENST00000302334__tss133400055__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,BFSP2,ENSG00000170819.5,protein_coding,hpa_liver_bottom500,ENST00000302334.3,protein_coding,protein_coding_transcript_tss,1,chr3,+,133400055,133475222,133400055,132875766,133924342,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,133399710.0,133400024.0,-345.0,-31.0,7206d7b65866641931e8e7472c97d7bebd1d4faa0590ab34c175ab366e0f9dd2,0.0001068679507965,5.0244038914643225e-05,5.0244038914643225e-05,5,30.0,30,4.53087289055767e-05,0.0001037665799104,4.53087289055767e-05,4.935310009066526e-06,3.101370886099999e-06,4.935310009066526e-06,5.0244038914643225e-05,0.0,1.108926251702,0.149163423352082
bottom500,BFSP2__ENSG00000170819__ENST00000302334__tss133400055__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BFSP2,ENSG00000170819.5,protein_coding,hpa_liver_bottom500,ENST00000302334.3,protein_coding,protein_coding_transcript_tss,1,chr3,+,133400055,133475222,133400055,132875766,133924342,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,133399710.0,133400024.0,-345.0,-31.0,6e8d1b65a48154a38c42c75398bcba775d0c71750c39e594def730ad6f1541e4,0.0001297693946802,9.9017056072815e-05,9.9017056072815e-05,5,30.0,30,4.53087289055767e-05,0.0001037665799104,4.53087289055767e-05,5.37083271672383e-05,2.6002814769799995e-05,5.37083271672383e-05,5.0244038914643225e-05,4.877301715817178e-05,2.185385872977508,1.1278880384811374
bottom500,BFSP2__ENSG00000170819__ENST00000302334__tss133400055__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,BFSP2,ENSG00000170819.5,protein_coding,hpa_liver_bottom500,ENST00000302334.3,protein_coding,protein_coding_transcript_tss,1,chr3,+,133400055,133475222,133400055,132875766,133924342,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,133399710.0,133400024.0,-345.0,-31.0,b2ed7dda5a288ebddb14680f756876074ff99949a212397b9a08ec9cca9c34dc,0.008078520650254,0.0127054284908896,0.0127054284908896,5,30.0,30,4.53087289055767e-05,0.0001037665799104,4.53087289055767e-05,0.012660119761984,0.0079747540703436,0.012660119761984,5.0244038914643225e-05,0.0126551844519749,280.41900088099334,8.131440297853793
bottom500,BHLHE23__ENSG00000125533__ENST00000612929__tss63006964__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,BHLHE23,ENSG00000125533.6,protein_coding,hpa_liver_bottom500,ENST00000612929.2,protein_coding,protein_coding_transcript_tss,1,chr20,-,63005926,63007035,63006964,62482675,63531251,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,63006995.0,63007309.0,-345.0,-31.0,2433ac259039a5d1105dceb2598b7c036e99ce8eab5f06fe4b12bec074401e94,4.438103568409419e-05,6.190430879466267e-05,6.190430879466267e-05,5,30.0,30,0.0001289476529179,9.091321129414235e-05,0.0001289476529179,-6.704334412323733e-05,-4.6532175610048165e-05,-6.704334412323733e-05,6.190430879466267e-05,0.0,0.48007317228237323,-1.0586737781297713
bottom500,BHLHE23__ENSG00000125533__ENST00000612929__tss63006964__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BHLHE23,ENSG00000125533.6,protein_coding,hpa_liver_bottom500,ENST00000612929.2,protein_coding,protein_coding_transcript_tss,1,chr20,-,63005926,63007035,63006964,62482675,63531251,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,63006995.0,63007309.0,-345.0,-31.0,7237b2de36482efa9d1190462df07cdaac899e294ba292b7db05042df34c76ef,0.0008058443177613,0.0012937634575022,0.0012937634575022,5,30.0,30,0.0001289476529179,9.091321129414235e-05,0.0001289476529179,0.0011648158045843,0.0007149311064671,0.0011648158045843,6.190430879466267e-05,0.0012318591487075,10.03324549323848,3.3267164505507876
bottom500,BHLHE23__ENSG00000125533__ENST00000612929__tss63006964__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,BHLHE23,ENSG00000125533.6,protein_coding,hpa_liver_bottom500,ENST00000612929.2,protein_coding,protein_coding_transcript_tss,1,chr20,-,63005926,63007035,63006964,62482675,63531251,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,63006995.0,63007309.0,-345.0,-31.0,039f1cd854ef8529af0e631971101b162eb302e63f88f4267564033f9f0dc9ff,0.0456700064187882,0.0749439037135171,0.0749439037135171,5,30.0,30,0.0001289476529179,9.091321129414235e-05,0.0001289476529179,0.0748149560605992,0.045579093207494,0.0748149560605992,6.190430879466267e-05,0.0748819994047224,581.1963383407476,9.182881803491718
bottom500,BLACAT1__ENSG00000281406__ENST00000626538__tss205456746__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,BLACAT1,ENSG00000281406.2,protein_coding,hpa_liver_bottom500,ENST00000626538.2,protein_coding,protein_coding_transcript_tss,1,chr1,-,205434884,205457091,205456746,204932457,205981033,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,205456777.0,205457091.0,-345.0,-31.0,42df91a66aba48896c9ee2d3c9177935914fc1b3b5365719e77d4f74929f20af,3.070300780152923e-05,4.2827381197424275e-05,4.2827381197424275e-05,5,30.0,30,7.516524861462363e-05,5.444267741875837e-05,7.516524861462363e-05,-3.233786741719935e-05,-2.3739669617229135e-05,-3.233786741719935e-05,4.2827381197424275e-05,0.0,0.5697763525935052,-0.8115323481010415
bottom500,BLACAT1__ENSG00000281406__ENST00000626538__tss205456746__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BLACAT1,ENSG00000281406.2,protein_coding,hpa_liver_bottom500,ENST00000626538.2,protein_coding,protein_coding_transcript_tss,1,chr1,-,205434884,205457091,205456746,204932457,205981033,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,205456777.0,205457091.0,-345.0,-31.0,de9f2b040ad83879b3fd910719cc4bd84cc224f3ad1787bd2c8d5021dc51fcbb,0.0001221957432384,0.0001780769095541,0.0001780769095541,5,30.0,30,7.516524861462363e-05,5.444267741875837e-05,7.516524861462363e-05,0.0001029116609394,6.775306581964162e-05,0.0001029116609394,4.2827381197424275e-05,0.0001352495283566,2.369138835249653,1.2443627452464445
bottom500,BLACAT1__ENSG00000281406__ENST00000626538__tss205456746__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,BLACAT1,ENSG00000281406.2,protein_coding,hpa_liver_bottom500,ENST00000626538.2,protein_coding,protein_coding_transcript_tss,1,chr1,-,205434884,205457091,205456746,204932457,205981033,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,205456777.0,205457091.0,-345.0,-31.0,c4a3ff2e5482e1dc27ab4ee746d5652f5b3c184f95a5f8abded2fd205f607239,0.0008083434581339,0.0012015643941058,0.0012015643941058,5,30.0,30,7.516524861462363e-05,5.444267741875837e-05,7.516524861462363e-05,0.0011263991454911,0.0007539007807151,0.0011263991454911,4.2827381197424275e-05,0.0011587370129083,15.985637196070314,3.998704346749867
bottom500,BLID__ENSG00000259571__ENST00000560104__tss122116215__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,BLID,ENSG00000259571.2,protein_coding,hpa_liver_bottom500,ENST00000560104.2,protein_coding,protein_coding_transcript_tss,1,chr11,-,122115339,122116215,122116215,121591926,122640502,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,122116246.0,122116560.0,-345.0,-31.0,63402b0a629f8a2e938f31f0ba2146a8a19c98e149f82b5172543068f6a21520,0.0021951922945262,0.0036527720961006,0.0036527720961006,5,30.0,30,0.003827285922528,0.0023000992450959,0.003827285922528,-0.0001745138264273,-0.0001049069505696,-0.0001745138264273,0.0036527720961006,0.0,0.9544027203715865,-0.06732993967798095
bottom500,BLID__ENSG00000259571__ENST00000560104__tss122116215__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BLID,ENSG00000259571.2,protein_coding,hpa_liver_bottom500,ENST00000560104.2,protein_coding,protein_coding_transcript_tss,1,chr11,-,122115339,122116215,122116215,121591926,122640502,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,122116246.0,122116560.0,-345.0,-31.0,80b7ee1812e59d02ec7bfc6030125df94512bf1780ea94871952286325d6f6e0,0.0024904438083811,0.0041422500634088,0.0041422500634088,5,30.0,30,0.003827285922528,0.0023000992450959,0.003827285922528,0.0003149641408808,0.0001903445632852,0.0003149641408808,0.0036527720961006,0.0004894779673082,1.0822943849130455,0.11409296671419197
bottom500,BLID__ENSG00000259571__ENST00000560104__tss122116215__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,BLID,ENSG00000259571.2,protein_coding,hpa_liver_bottom500,ENST00000560104.2,protein_coding,protein_coding_transcript_tss,1,chr11,-,122115339,122116215,122116215,121591926,122640502,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,122116246.0,122116560.0,-345.0,-31.0,308f1c415193cf34352e6bbbe63811663e2837c7594b0f2551c37f9f7baf59e2,0.003644403778212,0.0060611845234736,0.0060611845234736,5,30.0,30,0.003827285922528,0.0023000992450959,0.003827285922528,0.0022338986009456,0.0013443045331161,0.0022338986009456,0.0036527720961006,0.002408412427373,1.5836769570301832,0.6632780803539624
bottom500,BMP15__ENSG00000130385__ENST00000252677__tss50910734__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,BMP15,ENSG00000130385.6,protein_coding,hpa_liver_bottom500,ENST00000252677.4,protein_coding,protein_coding_transcript_tss,1,chrX,+,50910734,50916641,50910734,50386445,51435021,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,50910389.0,50910703.0,-345.0,-31.0,8423a071b61ba090bedcf63d97be2ed496cea3e9641efafa025df69f6656e411,0.0003654280642521,0.0005992535538341,0.0005992535538341,5,30.0,30,3.93220215649751e-06,3.7765585936343366e-06,3.93220215649751e-06,0.0005953213516776,0.0003616515056584,0.0005953213516776,0.0005992535538341,0.0,152.39642571374483,7.251685256217995
bottom500,BMP15__ENSG00000130385__ENST00000252677__tss50910734__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BMP15,ENSG00000130385.6,protein_coding,hpa_liver_bottom500,ENST00000252677.4,protein_coding,protein_coding_transcript_tss,1,chrX,+,50910734,50916641,50910734,50386445,51435021,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,50910389.0,50910703.0,-345.0,-31.0,b0412605d542b41ebd9220dfaf73527825182a8fe61c9715f242c8dbbcfad3d2,0.0002739497067272,0.0004511691793913,0.0004511691793913,5,30.0,30,3.93220215649751e-06,3.7765585936343366e-06,3.93220215649751e-06,0.0004472369772348,0.0002701731481335,0.0004472369772348,0.0005992535538341,-0.0001480843744428,114.73702557377297,6.842187213142288
bottom500,BMP15__ENSG00000130385__ENST00000252677__tss50910734__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,BMP15,ENSG00000130385.6,protein_coding,hpa_liver_bottom500,ENST00000252677.4,protein_coding,protein_coding_transcript_tss,1,chrX,+,50910734,50916641,50910734,50386445,51435021,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,50910389.0,50910703.0,-345.0,-31.0,65aebae597f64af7ab92662fefc2844faae42d3b67580ae9275148b0058e06d5,0.0158213560514839,0.0262274267543785,0.0262274267543785,5,30.0,30,3.93220215649751e-06,3.7765585936343366e-06,3.93220215649751e-06,0.026223494552222,0.0158175794928902,0.026223494552222,0.0005992535538341,0.0256281732005443,6669.90803385851,12.703451154016332
bottom500,BMP3__ENSG00000152785__ENST00000282701__tss81030707__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,BMP3,ENSG00000152785.8,protein_coding,hpa_liver_bottom500,ENST00000282701.4,protein_coding,protein_coding_transcript_tss,1,chr4,+,81030707,81057627,81030707,80506418,81554994,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,81030362.0,81030676.0,-345.0,-31.0,8f888058d565b4487a675cf2dda55ee788c17a640984dc7a9959e6b8a3507f15,0.0014391122842559,0.002318152466496,0.002318152466496,5,30.0,30,0.0044491272629186,0.0027507145035061,0.0044491272629186,-0.0021309747964226,-0.0013116022192502,-0.0021309747964226,0.002318152466496,0.0,0.5210353243470285,-0.9405469094609082
bottom500,BMP3__ENSG00000152785__ENST00000282701__tss81030707__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BMP3,ENSG00000152785.8,protein_coding,hpa_liver_bottom500,ENST00000282701.4,protein_coding,protein_coding_transcript_tss,1,chr4,+,81030707,81057627,81030707,80506418,81554994,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,81030362.0,81030676.0,-345.0,-31.0,6bdfce1051a58429b940474cc95c5bce6d27837e7d10a0f511557f6983a185fb,0.0054918994630345,0.0088723487137139,0.0088723487137139,5,30.0,30,0.0044491272629186,0.0027507145035061,0.0044491272629186,0.0044232214507953,0.0027411849595284,0.0044232214507953,0.002318152466496,0.0065541962472179,1.9941773272391619,0.9957937034942498
bottom500,BMP3__ENSG00000152785__ENST00000282701__tss81030707__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,BMP3,ENSG00000152785.8,protein_coding,hpa_liver_bottom500,ENST00000282701.4,protein_coding,protein_coding_transcript_tss,1,chr4,+,81030707,81057627,81030707,80506418,81554994,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,81030362.0,81030676.0,-345.0,-31.0,d86e007e808f072767fea3ae3e16a537d94e986bfc45701d4a468621d054e0ba,0.0437232431785013,0.0707999452952294,0.0707999452952294,5,30.0,30,0.0044491272629186,0.0027507145035061,0.0044491272629186,0.0663508180323108,0.0409725286749952,0.0663508180323108,0.002318152466496,0.0684817928287334,15.913220978261043,3.992153974493865
bottom500,BMP7__ENSG00000101144__ENST00000395863__tss57266641__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,BMP7,ENSG00000101144.13,protein_coding,hpa_liver_bottom500,ENST00000395863.8,protein_coding,protein_coding_transcript_tss,1,chr20,-,57168752,57266641,57266641,56742352,57790928,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,57266672.0,57266986.0,-345.0,-31.0,15c60229659d90ac51fb271bf9fb1eaec87907f5fd3589027f6d3932bbf7b08f,0.0016677162370006,0.0026661887476913,0.0026661887476913,5,30.0,30,0.0031357566702443,0.0019259316592075,0.0031357566702443,-0.000469567922553,-0.0002582154222069,-0.000469567922553,0.0026661887476913,0.0,0.850253711645165,-0.23403469608845826
bottom500,BMP7__ENSG00000101144__ENST00000395863__tss57266641__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BMP7,ENSG00000101144.13,protein_coding,hpa_liver_bottom500,ENST00000395863.8,protein_coding,protein_coding_transcript_tss,1,chr20,-,57168752,57266641,57266641,56742352,57790928,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,57266672.0,57266986.0,-345.0,-31.0,0be4ac24005ee02c41b378b9f1fae83dae8f0e7d1b808a215e24a7ef35620f92,0.0066174977401053,0.010758122241637,0.010758122241637,5,30.0,30,0.0031357566702443,0.0019259316592075,0.0031357566702443,0.0076223655713927,0.0046915660808978,0.0076223655713927,0.0026661887476913,0.0080919334939457,3.4307898772001524,1.7785407690304238
bottom500,BMP7__ENSG00000101144__ENST00000395863__tss57266641__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,BMP7,ENSG00000101144.13,protein_coding,hpa_liver_bottom500,ENST00000395863.8,protein_coding,protein_coding_transcript_tss,1,chr20,-,57168752,57266641,57266641,56742352,57790928,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,57266672.0,57266986.0,-345.0,-31.0,dc8224c2bad7865dba06653786d0efe562151b53c9ec17f444b658a89a897340,0.0291657513393458,0.047279458462889,0.047279458462889,5,30.0,30,0.0031357566702443,0.0019259316592075,0.0031357566702443,0.0441437017926447,0.0272398196801383,0.0441437017926447,0.0026661887476913,0.0446132697151977,15.077527829736088,3.9143279929793624
bottom500,BNC1__ENSG00000169594__ENST00000569704__tss83283457__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,BNC1,ENSG00000169594.14,protein_coding,hpa_liver_bottom500,ENST00000569704.2,protein_coding,protein_coding_transcript_tss,1,chr15,-,83255883,83284664,83283457,82759168,83807744,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,83283488.0,83283802.0,-345.0,-31.0,e41c901f27ab2219ebfbb748ca49c93e8236cc7c7e11f7da5094d7a4a1657935,0.0001204511042944,0.0001755854558166,0.0001755854558166,5,30.0,30,0.0003577651807329,0.0002437529523066,0.0003577651807329,-0.0001821797249163,-0.0001233018480122,-0.0001821797249163,0.0001755854558166,0.0,0.4907840820532181,-1.0268396370750024
bottom500,BNC1__ENSG00000169594__ENST00000569704__tss83283457__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BNC1,ENSG00000169594.14,protein_coding,hpa_liver_bottom500,ENST00000569704.2,protein_coding,protein_coding_transcript_tss,1,chr15,-,83255883,83284664,83283457,82759168,83807744,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,83283488.0,83283802.0,-345.0,-31.0,7b033497b042c2943ea484974217bc1df3a777d57fc0cfbd90cb362c17fe7114,0.0004162121914239,0.0006297083817826,0.0006297083817826,5,30.0,30,0.0003577651807329,0.0002437529523066,0.0003577651807329,0.0002719432010496,0.0001724592391173,0.0002719432010496,0.0001755854558166,0.000454122925966,1.7601164554152828,0.8156708857329928
bottom500,BNC1__ENSG00000169594__ENST00000569704__tss83283457__upstream_000030bp__rs127_minor_315_asym_m179_p135,transfer,BNC1,ENSG00000169594.14,protein_coding,hpa_liver_bottom500,ENST00000569704.2,protein_coding,protein_coding_transcript_tss,1,chr15,-,83255883,83284664,83283457,82759168,83807744,rs127_minor_315_asym_m179_p135,rs127_minor,315,minor,minor_native,upstream_000030bp,83283488.0,83283802.0,-345.0,-31.0,0c37ccad0eb3af6a67cf8f543853a7254842a56dd9e32d0254d2c74fdac9863e,0.0035081976608942,0.0053602690439685,0.0053602690439685,5,30.0,30,0.0003577651807329,0.0002437529523066,0.0003577651807329,0.0050025038632355,0.0032644447085875,0.0050025038632355,0.0001755854558166,0.0051846835881518,14.982645971829115,3.905220524648073
bottom500,BNIP5__ENSG00000189325__ENST00000437635__tss36336888__upstream_000030bp__rs127_minor_scramble_315_asym_m179_p135,transfer,BNIP5,ENSG00000189325.7,protein_coding,hpa_liver_bottom500,ENST00000437635.3,protein_coding,protein_coding_transcript_tss,1,chr6,-,36315760,36336888,36336888,35812599,36861175,rs127_minor_scramble_315_asym_m179_p135,scrambled_control,315,minor,scrambled,upstream_000030bp,36336919.0,36337233.0,-345.0,-31.0,0058b66e478e325532ca6d5f95017e8627c88448873b5104dd2f2df1073cc039,8.723586514895706e-05,0.0001196600212786,0.0001196600212786,5,30.0,30,0.0002320542347918,0.0001417285278851,0.0002320542347918,-0.0001123942135132,-5.449266273614295e-05,-0.0001123942135132,0.0001196600212786,0.0,0.5156554086847821,-0.9555208010484925
bottom500,BNIP5__ENSG00000189325__ENST00000437635__tss36336888__upstream_000030bp__rs127_major_315_asym_m179_p135,transfer,BNIP5,ENSG00000189325.7,protein_coding,hpa_liver_bottom500,ENST00000437635.3,protein_coding,protein_coding_transcript_tss,1,chr6,-,36315760,36336888,36336888,35812599,36861175,rs127_major_315_asym_m179_p135,rs127_major,315,major,major_native,upstream_000030bp,36336919.0,36337233.0,-345.0,-31.0,9d3bfdd7d4a12b0aec598b6afb2d6f1bb12c7bba7dcb26df6ddb7dc441ff54f7,0.0025057849153083,0.0041322878475865,0.0041322878475865,5,30.0,30,0.0002320542347918,0.0001417285278851,0.0002320542347918,0.0039002336127947,0.0023640563874232,0.0039002336127947,0.0001196600212786,0.0040126278263079,17.807422697086334,4.154406822377142
