promoter_id	gene_id	gene_name	strand	tss0	native_rna	primary_input_qc_pass	primary_distance_range	primary_analysis_eligible	high_delta_T_minus_G_rna	primary_mean_low_delta_T_minus_G_rna	primary_interaction_rna	high_delta_T_minus_G_atac_slot_mean	primary_mean_low_delta_T_minus_G_atac_slot_mean	primary_interaction_atac_slot_mean	high_delta_T_minus_G_atac_local_pm1kb_mean	primary_mean_low_delta_T_minus_G_atac_local_pm1kb_mean	primary_interaction_atac_local_pm1kb_mean	high_delta_T_minus_G_h3k27ac_slot_mean	primary_mean_low_delta_T_minus_G_h3k27ac_slot_mean	primary_interaction_h3k27ac_slot_mean	high_delta_T_minus_G_h3k27ac_local_pm1kb_mean	primary_mean_low_delta_T_minus_G_h3k27ac_local_pm1kb_mean	primary_interaction_h3k27ac_local_pm1kb_mean	gene_id_base	gene_type	tss1	high_target_bin_start0	high_target_center0	high_signed_distance_bp	high_contact_oe	high_contact_oe_smooth3	high_selection_peak_center0	high_selection_peak_oe_mean3	high_selection_peak_percentile	high_native_replacement_gc	high_local_flank_gc	high_local_flank_cpg_density	model_interval_start0	model_interval_end0	model_input_ambiguous_fraction	model_min_required_edge_margin_bp	passes_primary_ambiguous_fraction	primary_distance_range_50_500kb	tss_bin_start0	contact_edge_cluster	n_low_controls	low1_target_bin_start0	low1_target_center0	low1_signed_distance_bp	low1_contact_oe	low1_contact_oe_smooth3	low1_native_replacement_gc	low1_local_flank_gc	low1_local_flank_cpg_density	low1_absolute_distance_mismatch_bp	low1_absolute_flank_gc_mismatch	low1_absolute_flank_cpg_mismatch	low2_target_bin_start0	low2_target_center0	low2_signed_distance_bp	low2_contact_oe	low2_contact_oe_smooth3	low2_native_replacement_gc	low2_local_flank_gc	low2_local_flank_cpg_density	low2_absolute_distance_mismatch_bp	low2_absolute_flank_gc_mismatch	low2_absolute_flank_cpg_mismatch	primary_mean_low_contact_oe	primary_mean_low_contact_oe_smooth3	primary_contact_oe_difference	primary_contact_oe_smooth3_difference
ENSG00000162621__LRRC53__tss74512611	ENSG00000162621.7	LRRC53	-	74512610	1.4914004413806268e-06	True	False	False	4.356978475888622e-08	4.25447033809632e-08	1.0250813779230195e-09	0.448652405814732	0.8966047837735719	-0.4479523779588398	0.0850161426524801	0.2475695989124254	-0.1625534562599453	100.25	279.96875	-179.71875	66.87132352941177	321.9717371323529	-255.10041360294116	ENSG00000162621	protein_coding	74512611	75380000	75382500	869890	12.058408737182615	4.019469579060872	75377500	4.256171762943268	1.0	0.4285714285714285	0.4243329775880469	0.0123825789923142	74439846	75488422	0.0	70764	True	False	74510000	74510000__75380000	2	75400000	75402500	889890	0.0	0.4546545346577962	0.5015873015873016	0.4405549626467449	0.0057643040136635	20000	0.0162219850586979	0.0066182749786507	75415000	75417500	904890	0.0	0.4032938480377197	0.3746031746031746	0.4027748132337246	0.0040563620836891	35000	0.0215581643543222	0.0083262169086251	0.0	0.4289741913477579	12.058408737182615	3.82719757159551
ENSG00000178965__ERICH3__tss74673792	ENSG00000178965.14	ERICH3	-	74673791	4.7572787527075946e-06	True	False	False	8.502190275126918e-08	1.1306415504960556e-07	-2.804225229833638e-08	0.971468340716831	0.8797822560267551	0.0916860846900758	0.2309041047383875	0.2173963485460562	0.0135077561923313	220.08333333333331	216.8125	3.2708333333333144	296.7647058823529	258.53125	38.23345588235293	ENSG00000178965	protein_coding	74673792	73845000	73847500	-826291	5.879313945770264	4.042796750863393	73842500	5.254285494486491	1.0	0.3714285714285714	0.3483457844183564	0.0074722459436379	73717279	74765855	0.0	90063	True	False	74670000	74670000__73845000	2	73830000	73832500	-841291	1.0181105136871338	3.023348093032837	0.4222222222222222	0.3532550693703308	0.0036293766011955	15000	0.0049092849519744	0.0038428693424423	73805000	73807500	-866291	1.2903668880462646	2.4763503869374595	0.4380952380952381	0.3579509071504803	0.0070452604611443	40000	0.0096051227321238	0.0004269854824935	1.1542387008666992	2.7498492399851484	4.7250752449035645	2.5044362545013428
ENSG00000162623__TYW3__tss74733152	ENSG00000162623.16	TYW3	+	74733151	0.146653275012037	True	False	False	0.0010555387949607	0.0009789362780304	7.660251693032694e-05	0.949743747616571	0.872183016070515	0.077560731546056	0.2547410491620253	0.2088013942215396	0.0459396549404857	273.25	194.95833333333337	78.29166666666666	349.375	301.98897058823525	47.38602941176475	ENSG00000162623	protein_coding	74733152	73830000	73832500	-900651	4.43485689163208	3.0486584107081094	73837500	3.470558643341064	1.0	0.4222222222222222	0.3532550693703308	0.0036293766011955	73744459	74793035	0.0	57883	True	False	74730000	74730000__73830000	2	73815000	73817500	-915651	0.0	1.1463021437327068	0.4095238095238095	0.3489861259338314	0.0025619128949615	15000	0.0042689434364994	0.0010674637062339	73800000	73802500	-930651	0.0	0.3476281563440958	0.3206349206349206	0.343649946638207	0.0044833475661827	30000	0.0096051227321238	0.0008539709649871	0.0	0.7469651500384014	4.43485689163208	2.723593493302663
ENSG00000116791__CRYZ__tss74733408	ENSG00000116791.14	CRYZ	-	74733407	0.1132250242297214	True	False	False	0.0008817479543333	0.0007752751424336	0.0001064728118996	0.9378935611185928	0.8716874948676421	0.0662060662509507	0.2525458414406671	0.2086574050463996	0.0438884363942674	273.375	193.5	79.875	347.5625	301.00735294117646	46.555147058823536	ENSG00000116791	protein_coding	74733408	73830000	73832500	-900907	4.43485689163208	3.0486584107081094	73837500	3.470558643341064	1.0	0.4222222222222222	0.3532550693703308	0.0036293766011955	73744587	74793163	0.0	57755	True	False	74730000	74730000__73830000	2	73815000	73817500	-915907	0.0	1.1463021437327068	0.4095238095238095	0.3489861259338314	0.0025619128949615	15000	0.0042689434364994	0.0010674637062339	73800000	73802500	-930907	0.0	0.3476281563440958	0.3206349206349206	0.343649946638207	0.0044833475661827	30000	0.0096051227321238	0.0008539709649871	0.0	0.7469651500384014	4.43485689163208	2.723593493302663
ENSG00000162624__LHX8__tss75128434	ENSG00000162624.16	LHX8	+	75128433	1.528156763137425e-06	True	False	False	4.566025594408151e-09	1.723768255812009e-08	-1.2671656963711941e-08	1.175599825977614	0.8490860295425852	0.3265137964350287	0.2887327554726739	0.1971306384070806	0.0916021170655932	452.25	299.625	152.625	520.0	414.0808823529411	105.91911764705884	ENSG00000162624	protein_coding	75128434	74280000	74282500	-845933	6.9879069328308105	3.0466541846593223	74277500	3.1299805243810015	1.0	0.4	0.3878335112059765	0.0068317677198975	74174600	75223176	0.0	92742	True	False	75125000	75125000__74280000	2	74305000	74307500	-820933	0.0	1.7518234252929688	0.3365079365079365	0.3782283884738527	0.0076857386848847	25000	0.0096051227321238	0.0008539709649871	74265000	74267500	-860933	0.0	0.7703187863032023	0.3619047619047619	0.3483457844183564	0.0044833475661827	15000	0.03948772678762	0.0023484201537147	0.0	1.2610711057980857	6.9879069328308105	1.868909418582916
ENSG00000137968__SLC44A5__tss75611114	ENSG00000137968.17	SLC44A5	-	75611113	0.0004935602361953	True	False	False	5.358935773029931e-06	4.3404228457071e-06	1.018512927322831e-06	0.8667944119000042	0.7419082989535777	0.1248861129464264	0.2106572218946824	0.1636371132524899	0.0470201086421925	303.5	170.21875	133.28125	352.53125	194.82123161764707	157.71001838235293	ENSG00000137968	protein_coding	75611114	74800000	74802500	-808613	5.468926906585693	2.688880443572998	74807500	3.4574418862660727	1.0	0.3206349206349206	0.3927427961579509	0.0044833475661827	74683440	75732016	0.0	118902	True	False	75610000	75610000__74800000	2	74820000	74822500	-788613	0.8942415118217468	0.897336999575297	0.2793650793650793	0.3637139807897545	0.0055508112724167	20000	0.0290288153681963	0.0010674637062339	74865000	74867500	-743613	1.0316400527954102	1.267875035603841	0.3079365079365079	0.3989327641408751	0.0053373185311699	65000	0.0061899679829242	0.0008539709649871	0.9629407823085784	1.082606017589569	4.505986124277115	2.3748358686765036
ENSG00000117054__ACADM__tss75724431	ENSG00000117054.15	ACADM	+	75724430	0.0688860472285209	True	False	False	0.0005418479108354	0.0005432633898409	-1.4154790054926591e-06	0.8693609465142742	0.782202346571943	0.0871585999423312	0.1982709924914054	0.1955658627275673	0.0027051297638381	309.875	218.74999999999997	91.12500000000004	371.1875	427.7647058823529	-56.57720588235293	ENSG00000117054	protein_coding	75724431	75235000	75237500	-486930	5.381343364715576	3.2547220389048253	75232500	3.844002723693847	1.0	0.3365079365079365	0.3451440768409818	0.0051238257899231	74947599	75996175	0.0	269744	True	False	75720000	75720000__75235000	2	75215000	75217500	-506930	0.4720397591590881	2.3059523304303484	0.3365079365079365	0.3419423692636072	0.0038428693424423	20000	0.0032017075773745	0.0012809564474807	75270000	75272500	-451930	0.8426342606544495	2.403507093588511	0.3206349206349206	0.351974386339381	0.0038428693424423	35000	0.0068303094983991	0.0012809564474807	0.6573370099067688	2.35472971200943	4.724006354808807	1.4892730116844173
ENSG00000137955__RABGGTB__tss75786197	ENSG00000137955.16	RABGGTB	+	75786196	0.3477482588382549	True	False	False	0.0010680531938977	0.0011556903914926	-8.763719759494193e-05	0.8948940182528792	0.8111967693022933	0.0836972489505858	0.2536057394399409	0.2121285459364458	0.041477193503495	255.66666666666669	336.16666666666663	-80.49999999999994	323.63235294117646	498.1029411764706	-174.47058823529414	ENSG00000137955	protein_coding	75786197	75280000	75282500	-503696	3.851511001586914	2.308497716983159	75277500	3.212587753931681	1.0	0.4158730158730159	0.3737459978655282	0.0034158838599487	75010982	76059558	0.0	271361	True	False	75785000	75785000__75280000	2	75310000	75312500	-473696	0.4487922787666321	0.5269394516944885	0.4507936507936508	0.3694770544290288	0.0061912894961571	30000	0.0042689434364994	0.0027754056362083	75325000	75327500	-458696	0.7920354008674622	1.1035616993904114	0.346031746031746	0.3645677694770544	0.0053373185311699	45000	0.0091782283884738	0.0019214346712211	0.6204138398170471	0.81525057554245	3.231097161769867	2.397337178389231
ENSG00000057468__MSH4__tss75796882	ENSG00000057468.7	MSH4	+	75796881	0.0655768519290872	True	True	True	0.0004457888340618	0.000547814267899	-0.0001020254338372	0.6964467804939467	0.8474281779168885	-0.1509813974229418	0.1684354738859869	0.2216609465988953	-0.0532254727129084	456.0	291.33333333333337	164.66666666666663	512.09375	623.0735294117648	-110.97977941176477	ENSG00000057468	protein_coding	75796882	75375000	75377500	-419381	4.123353004455566	2.311489741007487	75372500	2.984499057133992	1.0	0.5142857142857142	0.4356456776947705	0.0172929120409906	75038824	76087400	0.0	288518	True	True	75795000	75795000__75375000	2	75430000	75432500	-364381	0.2519053518772125	0.6816234290599823	0.3396825396825397	0.3935965848452508	0.0051238257899231	55000	0.0420490928495197	0.0121690862510674	75325000	75327500	-469381	0.0	1.3580041726430256	0.346031746031746	0.3645677694770544	0.0053373185311699	50000	0.071077908217716	0.0119555935098206	0.1259526759386062	1.019813800851504	3.99740032851696	1.9646852562824884
ENSG00000154007__ASB17__tss75932404	ENSG00000154007.7	ASB17	-	75932403	2.869965153136676e-05	True	False	False	1.3855945774860936e-06	1.1386918305163843e-06	2.469027469697093e-07	0.3948816430345889	0.8592979762777326	-0.4644163332431437	0.0832637831552602	0.2456641487152573	-0.162400365559997	225.03125	255.45833333333337	-30.427083333333343	273.1484375	423.984375	-150.8359375	ENSG00000154007	protein_coding	75932404	76895000	76897500	965097	9.0071382522583	3.991838018099467	76902500	5.168220599492391	1.0	0.4349206349206349	0.4661686232657417	0.0138770281810418	75889742	76938318	0.0	40660	True	False	75930000	75930000__76895000	2	76875000	76877500	945097	1.4214929342269895	1.3490623235702517	0.4698412698412698	0.463607257203842	0.0070452604611443	20000	0.0025613660618996	0.0068317677198975	76855000	76857500	925097	0.0	1.5569169521331787	0.4126984126984127	0.4106723585912487	0.0091801878736122	40000	0.055496264674493	0.0046968403074295	0.7107464671134949	1.452989637851715	8.296391785144806	3.715230961640675
ENSG00000184005__ST6GALNAC3__tss76074746	ENSG00000184005.12	ST6GALNAC3	+	76074745	0.0007421518478514	True	False	False	1.3550989733907871e-05	1.2533424656003733e-05	1.0175650779041404e-06	1.0772136192938817	0.7582757855401492	0.3189378337537323	0.3274283352470571	0.1573942415812768	0.1700340936657803	317.0	261.6875	55.3125	613.0588235294117	271.28596047794116	341.77286305147055	ENSG00000184005	protein_coding	76074746	77030000	77032500	957755	6.183967113494873	4.371101061503093	77027500	4.98956314722697	0.99375	0.4539682539682539	0.4294557097118463	0.0085397096498719	76028413	77076989	0.0	44331	True	False	76070000	76070000__77030000	2	76965000	76967500	892755	0.0	1.665068944295247	0.3333333333333333	0.4198505869797225	0.0070452604611443	65000	0.0096051227321238	0.0014944491887275	76985000	76987500	912755	0.0	2.2371091445287066	0.3873015873015873	0.3564567769477054	0.0034158838599487	45000	0.0729989327641408	0.0051238257899231	0.0	1.9510890444119768	6.183967113494873	3.038474102814993
ENSG00000117069__ST6GALNAC5__tss76867480	ENSG00000117069.15	ST6GALNAC5	+	76867479	9.924808990227833e-05	True	False	False	2.3186273264462834e-06	2.8775147973240657e-06	-5.588874708777823e-07	0.9039939883500449	0.7630139097542731	0.1409800785957716	0.1979849085668353	0.2043532316528915	-0.0063683230860562	440.875	319.70833333333337	121.16666666666664	526.3235294117646	581.9917279411766	-55.66819852941194	ENSG00000117069	protein_coding	76867480	76100000	76102500	-764979	7.414364337921143	4.659420172373453	76102500	4.659420172373453	1.0	0.3206349206349206	0.3459978655282817	0.0046968403074295	75954123	77002699	0.0	133219	True	False	76865000	76865000__76100000	2	76085000	76087500	-779979	0.9100823998451232	0.8842768867810566	0.3714285714285714	0.3955176093916756	0.0068317677198975	15000	0.0495197438633938	0.0021349274124679	76115000	76117500	-749979	2.01595687866211	2.6096831957499185	0.3841269841269841	0.4125933831376734	0.0066182749786507	15000	0.0665955176093916	0.0019214346712211	1.4630196392536163	1.7469800412654877	5.951344698667526	2.9124401311079655
ENSG00000142892__PIGK__tss77219430	ENSG00000142892.15	PIGK	-	77219429	0.0363450010035487	True	False	False	0.0003879318485306	0.0002427336772551	0.0001451981712755	0.9832599296530206	0.7012233040916366	0.282036625561384	0.2504396196537862	0.1656719118314631	0.084767707822323	223.16666666666663	173.44791666666666	49.71874999999997	397.88235294117646	197.20473345588235	200.67761948529412	ENSG00000142892	protein_coding	77219430	76330000	76332500	-886929	3.942681312561035	3.0000507831573486	76337500	3.0819588899612427	1.0	0.3619047619047619	0.3822838847385272	0.0046968403074295	76227598	77276174	0.0	54744	True	False	77215000	77215000__76330000	2	76280000	76282500	-936929	0.0	0.833544095357259	0.2984126984126984	0.3810032017075774	0.0049103330486763	50000	0.0012806830309498	0.0002134927412467	76385000	76387500	-831929	0.0	0.0	0.3238095238095238	0.3726787620064034	0.0044833475661827	55000	0.0096051227321237	0.0002134927412467	0.0	0.4167720476786295	3.942681312561035	2.6651868422826133
ENSG00000154027__AK5__tss77282019	ENSG00000154027.19	AK5	+	77282018	3.209082706291596e-05	True	False	False	1.810960354312795e-07	3.44686341128786e-07	-1.6359030569750653e-07	0.8596520845752418	0.8995316649849956	-0.0398795804097538	0.2163671585083515	0.2053498379955617	0.0110173205127898	371.5	146.83333333333334	224.66666666666663	528.2352941176471	210.56250000000003	317.6727941176471	ENSG00000154027	protein_coding	77282019	76325000	76327500	-954518	5.178109645843506	3.6179009278615313	76327500	3.6179009278615313	1.0	0.4380952380952381	0.3620064034151548	0.0025619128949615	76281393	77329969	0.0	45950	True	False	77280000	77280000__76325000	2	76365000	76367500	-914518	0.0	1.459927241007487	0.3841269841269841	0.3769477054429029	0.0034158838599487	40000	0.0149413020277481	0.0008539709649871	76340000	76342500	-939518	0.0	0.7431189616521199	0.3555555555555555	0.3929562433297758	0.0057643040136635	15000	0.030949839914621	0.0032023911187019	0.0	1.1015231013298037	5.178109645843506	2.516377826531728
ENSG00000036549__ZZZ3__tss77683419	ENSG00000036549.13	ZZZ3	-	77683418	0.0552507109873634	True	False	False	0.0001150910023857	0.0001519341910966	-3.684318871098255e-05	0.5411457882343956	0.9230509730522743	-0.3819051848178788	0.1155204695289155	0.2053663395221554	-0.0898458699932399	207.375	347.625	-140.25	143.81617647058823	356.6976102941177	-212.88143382352945	ENSG00000036549	protein_coding	77683419	77155000	77157500	-525918	3.3807907104492188	2.27722692489624	77152500	2.518804868062337	1.0	0.2444444444444444	0.4055496264674493	0.0051238257899231	76867093	77915669	0.0	230250	True	False	77680000	77680000__77155000	2	77115000	77117500	-565918	0.0	0.911685585975647	0.4158730158730159	0.3664887940234791	0.0076857386848847	40000	0.0390608324439701	0.0025619128949615	77095000	77097500	-585918	0.7682039141654968	1.2115667263666787	0.3523809523809524	0.3549626467449306	0.0057643040136635	60000	0.0505869797225186	0.0006404782237403	0.3841019570827484	1.0616261561711628	2.9966887533664703	1.457178711891174
ENSG00000077254__USP33__tss77759852	ENSG00000077254.14	USP33	-	77759851	0.0462594353446039	True	True	True	0.0008030527900523	0.0016966454542211	-0.0008935926641687	0.7469402362767141	0.7507111021602112	-0.003770865883497	0.1552348764599403	0.2248468201631834	-0.069611943703243	471.0	548.0	-77.0	289.869140625	915.8272058823528	-625.9580652573529	ENSG00000077254	protein_coding	77759852	77895000	77897500	137649	3.629483938217163	2.4661022424697876	77902500	2.353306094805399	1.0	0.3682539682539683	0.4091782283884738	0.0089666951323654	77303466	78352042	0.0	454384	True	True	77755000	77755000__77895000	2	77830000	77832500	72649	0.9295502305030824	1.4562085270881653	0.4158730158730159	0.3617929562433298	0.0042698548249359	65000	0.047385272145144	0.0046968403074295	77865000	77867500	107649	1.319371461868286	1.8495698769887288	0.5079365079365079	0.4486659551760939	0.0209222886421861	30000	0.03948772678762	0.0119555935098206	1.1244608461856842	1.652889202038447	2.505023092031479	0.7004168927669525
ENSG00000180488__MIGA1__tss77779624	ENSG00000180488.17	MIGA1	+	77779623	0.0135721474242436	True	True	True	0.0001000686272092	9.591264772626246e-05	4.155979483034221e-06	0.9908065635618564	0.7394408209148668	0.2513657426469895	0.2965880729731812	0.1926894978911257	0.1038985750820554	568.0000000000001	410.6666666666667	157.33333333333343	672.9632352941178	673.8529411764705	-0.8897058823527004	ENSG00000180488	protein_coding	77779624	78115000	78117500	337877	3.627253770828247	2.601168632507324	78112500	3.0175527731577554	1.0	0.4793650793650794	0.4038420490928495	0.0070452604611443	77440852	78489428	0.0	336770	True	True	77775000	77775000__78115000	2	78150000	78152500	372877	0.3147907853126526	0.7151501774787903	0.2761904761904762	0.383991462113127	0.0064047822374039	35000	0.0198505869797225	0.0006404782237403	78065000	78067500	287877	0.4794899821281433	1.4016849001248677	0.4285714285714285	0.4040554962646745	0.0042698548249359	50000	0.0002134471718249	0.0027754056362083	0.3971403837203979	1.0584175388018289	3.230113387107849	1.9591352343559263
ENSG00000162614__NEXN__tss77888513	ENSG00000162614.19	NEXN	+	77888512	0.0068853692611952	True	False	False	4.955165576688535e-05	5.4232152334841334e-05	-4.680496567955987e-06	0.9186878424385444	1.0390544579088563	-0.120366615470312	0.2375915503202136	0.2487959288633557	-0.0112043785431421	365.33333333333326	533.4583333333333	-168.125	696.3235294117646	624.4416360294118	71.88189338235281	ENSG00000162614	protein_coding	77888513	77140000	77142500	-746012	4.740154266357422	2.1596970558166504	77147500	3.0441155433654785	1.0	0.3682539682539683	0.3205976520811099	0.0038428693424423	76969640	78018216	0.0	127703	True	False	77885000	77885000__77140000	2	77095000	77097500	-791012	0.0	1.0817306836446126	0.3523809523809524	0.3549626467449306	0.0057643040136635	45000	0.0343649946638207	0.0019214346712211	77205000	77207500	-681012	0.0	0.2779965798060099	0.2857142857142857	0.3500533617929562	0.0034158838599487	65000	0.0294557097118463	0.0004269854824935	0.0	0.6798636317253113	4.740154266357422	2.3642519116401672
ENSG00000162613__FUBP1__tss77979110	ENSG00000162613.18	FUBP1	-	77979109	0.1586639670790372	True	True	True	0.0011941281171432	0.0007748634429796	0.0004192646741635	0.8894663199649326	0.6770598508594539	0.2124064691054787	0.273372093645944	0.1735927337807824	0.0997793598651616	697.0	228.70833333333337	468.29166666666663	655.326171875	373.87500000000006	281.45117187499994	ENSG00000162613	protein_coding	77979110	78115000	78117500	138391	4.829685211181641	4.338931957880655	78117500	4.338931957880655	1.0	0.4793650793650794	0.4038420490928495	0.0070452604611443	77555595	78604171	0.0	421513	True	True	77975000	77975000__78115000	2	78150000	78152500	173391	0.5551941394805908	0.5024254322052002	0.2761904761904762	0.383991462113127	0.0064047822374039	35000	0.0198505869797225	0.0006404782237403	78180000	78182500	203391	0.4331080615520477	0.2099976638952891	0.3841269841269841	0.392102454642476	0.0057643040136635	65000	0.0117395944503735	0.0012809564474807	0.4941511005163193	0.3562115480502446	4.335534110665321	3.9827204098304105
ENSG00000162616__DNAJB4__tss77979175	ENSG00000162616.9	DNAJB4	+	77979174	0.0761107386901538	True	True	True	0.00099743370193	0.0004622710714	0.0005351626305299	0.8686723035715875	0.7441301158149838	0.1245421877566037	0.2654348858422733	0.1944088558628596	0.0710260299794136	508.66666666666663	285.4166666666667	223.24999999999991	588.4099264705882	433.0110294117647	155.39889705882342	ENSG00000162616	protein_coding	77979175	78115000	78117500	138326	4.829685211181641	4.338931957880655	78117500	4.338931957880655	1.0	0.4793650793650794	0.4038420490928495	0.0070452604611443	77555628	78604204	0.0	421546	True	True	77975000	77975000__78115000	2	78150000	78152500	173326	0.5551941394805908	0.5024254322052002	0.2761904761904762	0.383991462113127	0.0064047822374039	35000	0.0198505869797225	0.0006404782237403	78180000	78182500	203326	0.4331080615520477	0.2099976638952891	0.3841269841269841	0.392102454642476	0.0057643040136635	65000	0.0117395944503735	0.0012809564474807	0.4941511005163193	0.3562115480502446	4.335534110665321	3.9827204098304105
ENSG00000137960__GIPC2__tss77979542	ENSG00000137960.6	GIPC2	+	77979541	0.0837986435079181	True	False	False	8.961549589735218e-05	0.0002193694181152	-0.0001297539222178	0.4915637907407515	0.8008274591240074	-0.3092636683832559	0.1047157384825367	0.2026172124123234	-0.0979014739297866	201.375	301.125	-99.75	142.0234375	369.65808823529414	-227.63465073529417	ENSG00000137960	protein_coding	77979542	77155000	77157500	-822041	2.2993953227996826	1.7149982651074729	77152500	1.712412099043528	0.9933333333333332	0.2444444444444444	0.4055496264674493	0.0051238257899231	77035154	78083730	0.0	102188	True	False	77975000	77975000__77155000	2	77180000	77182500	-797041	0.0	0.7622005144755045	0.4063492063492063	0.4034151547491996	0.0046968403074295	25000	0.0021344717182497	0.0004269854824935	77135000	77137500	-842041	0.0	0.3405686616897583	0.2793650793650793	0.3765208110992529	0.0106746370623398	20000	0.0290288153681963	0.0055508112724167	0.0	0.5513845880826314	2.2993953227996826	1.1610275109608967
ENSG00000122420__PTGFR__tss78303884	ENSG00000122420.10	PTGFR	+	78303883	0.0003581757864474	True	False	False	4.020818201668993e-06	3.1560865489778725e-06	8.647316526911209e-07	0.8510987889332078	0.8924415385948369	-0.0413427496616291	0.3479937049193485	0.2310732764199163	0.1169204284994322	604.5	356.1354166666667	248.36458333333331	943.1764705882352	499.58777573529414	443.588694852941	ENSG00000122420	protein_coding	78303884	77445000	77447500	-856383	6.854523658752441	3.1385783354441323	77452500	2.839254816373189	1.0	0.3492063492063492	0.4307363927427962	0.0049103330486763	77332325	78380901	0.0	75017	True	False	78300000	78300000__77445000	2	77460000	77462500	-841383	0.0	1.3332663774490356	0.2539682539682539	0.4123799359658484	0.0091801878736122	15000	0.0183564567769477	0.0042698548249359	77405000	77407500	-896383	0.0	0.9578477541605632	0.3142857142857143	0.3991462113127001	0.0040563620836891	40000	0.031590181430096	0.0008539709649871	0.0	1.145557065804799	6.854523658752441	1.6936977505683897
ENSG00000137959__IFI44L__tss78619902	ENSG00000137959.17	IFI44L	+	78619901	0.0011620477551265	True	False	False	4.760069263699926e-05	2.7933359920848068e-05	1.9667332716151193e-05	0.6812244231003292	0.7924215517238721	-0.1111971286235429	0.1429542422110813	0.2270909048450657	-0.0841366626339844	233.33333333333337	315.87500000000006	-82.54166666666669	274.125	493.62499999999994	-219.49999999999991	ENSG00000137959	protein_coding	78619902	78160000	78162500	-457401	7.212805271148682	6.2499893506368	78157500	5.198492527008057	1.0	0.365079365079365	0.3961579509071505	0.0078992314261315	77837834	78886410	0.0	264508	True	False	78615000	78615000__78160000	2	78180000	78182500	-437401	1.219387412071228	2.7208249171574908	0.3841269841269841	0.392102454642476	0.0057643040136635	20000	0.0040554962646744	0.0021349274124679	78100000	78102500	-517401	0.6759292483329773	1.268381079037984	0.2920634920634921	0.407684098185699	0.0059777967549103	60000	0.0115261472785485	0.0019214346712211	0.9476583302021028	1.9946029980977371	6.265146940946579	3.2038895289103193
ENSG00000137965__IFI44__tss78649796	ENSG00000137965.11	IFI44	+	78649795	0.0049758574411013	True	True	True	0.0001495802371708	0.0001444683108321	5.111926338687966e-06	0.7858493635187014	0.5153957792184797	0.2704535843002217	0.2148348376289973	0.1150380312303712	0.099796806398626	388.25	104.69791666666669	283.5520833333333	496.0625	124.88625919117646	371.17624080882354	ENSG00000137965	protein_coding	78649796	78195000	78197500	-452295	5.107200622558594	3.4327963987986245	78192500	4.0914247035980225	1.0	0.4222222222222222	0.367982924226254	0.0051238257899231	77900281	78948857	0.0	297061	True	True	78645000	78645000__78195000	2	78245000	78247500	-402295	0.5189439058303833	1.3411356608072915	0.3777777777777777	0.3767342582710779	0.0057643040136635	50000	0.0087513340448239	0.0006404782237403	78260000	78262500	-387295	0.9495924711227416	1.9082990487416585	0.3142857142857143	0.3831376734258271	0.0044833475661827	65000	0.0151547491995731	0.0006404782237403	0.7342681884765625	1.624717354774475	4.372932434082031	2.4667073488235474
ENSG00000162618__ADGRL4__tss79282124	ENSG00000162618.15	ADGRL4	-	79282123	4.0029606363763016e-06	True	False	False	2.8387314179018584e-07	1.8728910165956177e-07	9.65840401306241e-08	0.5174129022406376	0.4029839490320892	0.1144289532085484	0.0918792184491049	0.0818129613406794	0.0100662571084254	83.16666666666669	50.27083333333333	32.89583333333336	77.41176470588235	55.48023897058824	21.93152573529411	ENSG00000162618	protein_coding	79282124	80075000	80077500	795377	7.843796730041504	4.09947661558787	80072500	4.320667425791422	1.0	0.3492063492063492	0.3150480256136606	0.0034158838599487	79189602	80238178	0.0	90520	True	False	79280000	79280000__80075000	2	80130000	80132500	850377	0.0	1.2524438699086506	0.2952380952380952	0.3637139807897545	0.0051238257899231	55000	0.0486659551760939	0.0017079419299743	80145000	80147500	865377	0.0	1.0766305923461914	0.3142857142857143	0.3558164354322305	0.0044833475661827	70000	0.0407684098185698	0.0010674637062339	0.0	1.164537231127421	7.843796730041504	3.156130194664001
ENSG00000117114__ADGRL2__tss81306147	ENSG00000117114.21	ADGRL2	+	81306146	2.695817078569179e-05	True	False	False	4.363903068338065e-07	7.92590194092898e-07	-3.561998872590915e-07	0.6883674238649538	1.094955526343094	-0.4065881024781403	0.1276799511060338	0.2875434159972267	-0.1598634648911929	203.875	256.3125	-52.4375	70.7060546875	349.99264705882354	-279.28659237132354	ENSG00000117114	protein_coding	81306147	82250000	82252500	946354	68.5336685180664	24.185698787371315	82247500	24.62314160664876	1.0	0.4158730158730159	0.4275346851654215	0.0151579846285226	81254114	82302690	0.0	50032	True	False	81305000	81305000__82250000	2	82220000	82222500	916354	0.0	4.092065811157227	0.4761904761904761	0.4034151547491996	0.0064047822374039	30000	0.0241195304162219	0.0087532023911187	82195000	82197500	891354	0.0	0.4396836360295613	0.3555555555555555	0.3652081109925293	0.0051238257899231	55000	0.0623265741728921	0.0100341588385994	0.0	2.265874723593394	68.5336685180664	22.357266883055367
