gene_symbol,gene_id,chrom,upstream_distance_bp,upstream_distance_label,rs127_major,rs127_minor,scrambled_control,T_minus_G,T_minus_native
ACTL8,ENSG00000117148.8,chr1,500000.0,500k,2.8522424096472657e-05,2.859536526422247e-05,2.8516225657080308e-05,7.294116774981274e-08,
ACTL9,ENSG00000181786.6,chr19,0.0,0,0.1122446919489649,1.73572481637705,1.7828914612074806e-05,1.6234801244280852,
ACTL9,ENSG00000181786.6,chr19,20.0,20,0.0788937604813181,0.9795128619319288,1.742465485647441e-05,0.9006191014506106,
ACTL9,ENSG00000181786.6,chr19,30.0,30,0.0390955569474118,0.8386109772174843,1.760920263577936e-05,0.7995154202700725,
ACTL9,ENSG00000181786.6,chr19,100.0,100,0.0002787197944474,0.0574720136270064,1.426452609750665e-05,0.057193293832559,
ACTL9,ENSG00000181786.6,chr19,1000.0,1k,5.094181842612225e-05,0.0006416397467025,1.3666723536795044e-05,0.0005906979282763778,
ACTL9,ENSG00000181786.6,chr19,10000.0,10k,2.276332099848833e-05,5.215798592871351e-05,1.507213632192481e-05,2.939466493022518e-05,
ACTL9,ENSG00000181786.6,chr19,100000.0,100k,1.576692406729014e-05,1.8008540456708468e-05,1.5354794585500213e-05,2.2416163894183283e-06,
ACTL9,ENSG00000181786.6,chr19,500000.0,500k,1.555085594973087e-05,1.5683178320101258e-05,1.5407259750058827e-05,1.3232237037038636e-07,
ACTN3,ENSG00000248746.6,chr11,0.0,0,0.0225299234580151,0.0728349568277143,0.0152847463241628,0.05030503336969921,
ACTN3,ENSG00000248746.6,chr11,20.0,20,0.0211050634800091,0.0730710669744911,0.0159925923110206,0.05196600349448201,
ACTN3,ENSG00000248746.6,chr11,30.0,30,0.0196114212018812,0.0655334750771532,0.0155760389605651,0.045922053875272,
ACTN3,ENSG00000248746.6,chr11,100.0,100,0.0225454395804357,0.0572276304118347,0.0152167479408231,0.034682190831399,
ACTN3,ENSG00000248746.6,chr11,1000.0,1k,0.0207315927285567,0.0352381462654769,0.0054023717851685,0.014506553536920201,
ACTN3,ENSG00000248746.6,chr11,10000.0,10k,0.0194197258033931,0.0324198093305952,0.0146382138239193,0.013000083527202097,
ACTN3,ENSG00000248746.6,chr11,100000.0,100k,0.0152476677916417,0.0155071061503973,0.0152330603151036,0.0002594383587556006,
ACTN3,ENSG00000248746.6,chr11,500000.0,500k,0.0151552835515536,0.0151803587356711,0.0151825217463558,2.5075184117500163e-05,
ACTRT1,ENSG00000123165.9,chrX,0.0,0,0.0001045723277263,0.0004320632085039,9.438548920505256e-05,0.0003274908807776,
ACTRT1,ENSG00000123165.9,chrX,20.0,20,0.000125450452697,0.0006361301120277,8.716513313142636e-05,0.0005106796593307001,
ACTRT1,ENSG00000123165.9,chrX,30.0,30,0.000133991786065,0.000756128758408,8.254440422655194e-05,0.0006221369723430001,
ACTRT1,ENSG00000123165.9,chrX,100.0,100,0.0001295787803465,0.0005061528632653,3.637602464473219e-05,0.00037657408291880004,
ACTRT1,ENSG00000123165.9,chrX,1000.0,1k,3.3942954311378396e-05,6.816920619586761e-05,2.922139536410305e-05,3.422625188448921e-05,
ACTRT1,ENSG00000123165.9,chrX,10000.0,10k,3.316168081551346e-05,5.975885559278439e-05,2.576525193593864e-05,2.6597174777270933e-05,
ACTRT1,ENSG00000123165.9,chrX,100000.0,100k,3.170239051898142e-05,4.174191596894764e-05,2.684021994159945e-05,1.0039525449966222e-05,
ACTRT1,ENSG00000123165.9,chrX,500000.0,500k,3.260018594645564e-05,4.0909785804952735e-05,2.5139980596656017e-05,8.309599858497094e-06,
ACTRT2,ENSG00000169717.7,chr1,0.0,0,0.000334751827711,0.2838227071037473,1.0336237699401724e-05,0.2834879552760363,
ACTRT2,ENSG00000169717.7,chr1,20.0,20,0.0001404914115157,0.1276338208588741,1.014569575792748e-05,0.1274933294473584,
ACTRT2,ENSG00000169717.7,chr1,30.0,30,0.0001165000224455,0.170152359373081,9.486550906097197e-06,0.1700358593506355,
ACTRT2,ENSG00000169717.7,chr1,100.0,100,0.000610861047391,0.2875549938046494,7.888322535787117e-06,0.2869441327572584,
ACTRT2,ENSG00000169717.7,chr1,1000.0,1k,2.653110968831241e-05,0.0006180930950041,1.3447334609865535e-05,0.0005915619853157875,
ACTRT2,ENSG00000169717.7,chr1,10000.0,10k,1.5603967639770864e-05,3.5062064819014946e-05,1.2211868758103476e-05,1.9458097179244082e-05,
ACTRT2,ENSG00000169717.7,chr1,100000.0,100k,1.2951981179130023e-05,1.5118758742793209e-05,1.2201354271330891e-05,2.1667775636631855e-06,
ACTRT2,ENSG00000169717.7,chr1,500000.0,500k,1.1950695585690073e-05,1.1996489065066682e-05,1.198753105008005e-05,4.579347937660886e-08,
ADAD1,ENSG00000164113.11,chr4,0.0,0,0.0003762785498223,0.0266994217395127,2.4895436759903514e-05,0.0263231431896904,
ADAD1,ENSG00000164113.11,chr4,20.0,20,6.846056427507441e-05,0.0055593788534605,2.171461058577544e-05,0.005490918289185426,
ADAD1,ENSG00000164113.11,chr4,30.0,30,0.0001479294307785,0.0146473763792097,1.9196853852059336e-05,0.0144994469484312,
ADAD1,ENSG00000164113.11,chr4,100.0,100,0.0002438525792778,0.0315809003822064,2.4174381312203945e-05,0.0313370478029286,
ADAD1,ENSG00000164113.11,chr4,1000.0,1k,2.457067739536981e-05,0.0001066681783262,1.2831739059405722e-05,8.209750093083019e-05,
ADAD1,ENSG00000164113.11,chr4,10000.0,10k,3.371842579552644e-05,4.349095251446683e-05,2.711279882048196e-05,9.77252671894039e-06,
ADAD1,ENSG00000164113.11,chr4,100000.0,100k,2.9124132506844907e-05,3.129901211015756e-05,2.7420677658613586e-05,2.174879603312655e-06,
ADAD1,ENSG00000164113.11,chr4,500000.0,500k,2.708710316830328e-05,2.7196038074954947e-05,2.737622062850908e-05,1.0893490665166746e-07,
ADAD2,ENSG00000140955.11,chr16,0.0,0,0.0028790394524718,0.0693830378719203,0.0003013869657979,0.0665039984194485,
ADAD2,ENSG00000140955.11,chr16,20.0,20,0.0007453995089446,0.0195163960636809,0.0002654551526144,0.0187709965547363,
ADAD2,ENSG00000140955.11,chr16,30.0,30,0.0009452311642853,0.0250532765949824,0.0002460001528605,0.0241080454306971,
ADAD2,ENSG00000140955.11,chr16,100.0,100,0.0003619424345135,0.0074453568802191,0.0001609351380133,0.0070834144457056,
ADAD2,ENSG00000140955.11,chr16,1000.0,1k,0.0009546789995463,0.0048281517782023,0.0002095484389947,0.0038734727786559997,
ADAD2,ENSG00000140955.11,chr16,10000.0,10k,0.000212729568135,0.0002566997899439,0.0002421221116935,4.39702218089e-05,
ADAD2,ENSG00000140955.11,chr16,100000.0,100k,0.0001878416519368,0.0001907253537507,0.000187691128235,2.8837018139000103e-06,
ADAD2,ENSG00000140955.11,chr16,500000.0,500k,0.0001886720052711,0.0001886718811258,0.0001872778087817,-1.2414529999707838e-10,
ADAM18,ENSG00000168619.16,chr8,0.0,0,0.0012804697235355,0.0453218859349212,5.583646087674094e-05,0.0440414162113857,
ADAM18,ENSG00000168619.16,chr8,20.0,20,0.0006857226801908,0.024429876728201,6.252801644621338e-05,0.0237441540480102,
ADAM18,ENSG00000168619.16,chr8,30.0,30,0.0008717890024075,0.0371159201578369,3.9707818314138874e-05,0.0362441311554294,
ADAM18,ENSG00000168619.16,chr8,100.0,100,0.0004454969895498,0.0356011668560475,4.437466657982065e-05,0.0351556698664977,
ADAM18,ENSG00000168619.16,chr8,1000.0,1k,7.207720378066345e-05,0.0002562172439638,4.004869316157168e-05,0.00018414004018313656,
ADAM18,ENSG00000168619.16,chr8,10000.0,10k,5.469713167645956e-05,0.0001138847699604,3.903533373871297e-05,5.918763828394044e-05,
ADAM18,ENSG00000168619.16,chr8,100000.0,100k,4.587085456857778e-05,6.13457603592838e-05,4.0233579508405936e-05,1.547490579070602e-05,
ADAM18,ENSG00000168619.16,chr8,500000.0,500k,4.041134433729752e-05,4.0732679023778823e-05,4.066371956457945e-05,3.213346864813007e-07,
ADAM2,ENSG00000104755.16,chr8,0.0,0,0.0001060848620053,0.001491583569054,2.5406358483472704e-05,0.0013854987070487,
ADAM2,ENSG00000104755.16,chr8,20.0,20,0.0001350779508135,0.0010586972445768,2.621239307117315e-05,0.0009236192937632999,
ADAM2,ENSG00000104755.16,chr8,30.0,30,8.580782696310505e-05,0.0007772636008984,2.773073653574984e-05,0.000691455773935295,
ADAM2,ENSG00000104755.16,chr8,100.0,100,8.041838023075706e-05,0.0003379293347568,2.7799756011446045e-05,0.00025751095452604297,
ADAM2,ENSG00000104755.16,chr8,1000.0,1k,3.982061286049763e-05,0.0001046157473923,2.0035977056277133e-05,6.479513453180237e-05,
ADAM2,ENSG00000104755.16,chr8,10000.0,10k,3.4746484422692656e-05,5.825017245647302e-05,1.9133980280047685e-05,2.3503688033780362e-05,
ADAM2,ENSG00000104755.16,chr8,100000.0,100k,2.4837002190442756e-05,2.6320505826438774e-05,2.4543994786125476e-05,1.4835036359960184e-06,
ADAM2,ENSG00000104755.16,chr8,500000.0,500k,2.4630495434061916e-05,2.49132830027336e-05,2.4636863428786787e-05,2.827875686716843e-07,
ADAM21,ENSG00000139985.8,chr14,0.0,0,0.0035827856960593,0.0084066663682584,0.0039249873113892,0.004823880672199099,
ADAM21,ENSG00000139985.8,chr14,20.0,20,0.0035137307747055,0.0090652389096029,0.0036201171507455,0.0055515081348974,
ADAM21,ENSG00000139985.8,chr14,30.0,30,0.004677333348328,0.0086508566849005,0.0057446757669941,0.0039735233365724995,
ADAM21,ENSG00000139985.8,chr14,100.0,100,0.0191985815558633,0.0264493037248903,0.0117001497357187,0.007250722169027002,
ADAM21,ENSG00000139985.8,chr14,1000.0,1k,0.0436276923497299,0.0644764835875421,0.0318163792333245,0.0208487912378122,
ADAM21,ENSG00000139985.8,chr14,10000.0,10k,0.0403464065057272,0.0551252953933495,0.0339057143111258,0.014778888887622299,
ADAM21,ENSG00000139985.8,chr14,100000.0,100k,0.0344965579645388,0.0354574297672806,0.0342579703285482,0.0009608718027417987,
ADAM21,ENSG00000139985.8,chr14,500000.0,500k,0.0342070429804602,0.0343249935470878,0.0341704071497933,0.00011795056662759762,
ADAM29,ENSG00000168594.15,chr4,0.0,0,3.8169996644877934e-05,0.0001101247152517,5.118013741741039e-05,7.195471860682206e-05,
ADAM29,ENSG00000168594.15,chr4,20.0,20,3.324220634982615e-05,8.19526864152883e-05,2.4437782540327703e-05,4.8710480065462154e-05,
ADAM29,ENSG00000168594.15,chr4,30.0,30,3.567870200738046e-05,8.957198420872362e-05,2.1344973940576385e-05,5.389328220134316e-05,
ADAM29,ENSG00000168594.15,chr4,100.0,100,3.869980722628543e-05,8.250671774608278e-05,1.9920532240387325e-05,4.380691051979735e-05,
ADAM29,ENSG00000168594.15,chr4,1000.0,1k,3.5611001071230346e-05,7.004909931813876e-05,3.5616582489049425e-05,3.4438098246908416e-05,
ADAM29,ENSG00000168594.15,chr4,10000.0,10k,2.924194381771947e-05,3.932151854370948e-05,2.6237526521338708e-05,1.0079574725990011e-05,
ADAM29,ENSG00000168594.15,chr4,100000.0,100k,3.1870114553037274e-05,4.380002448998381e-05,2.4810418645501147e-05,1.1929909936946539e-05,
ADAM29,ENSG00000168594.15,chr4,500000.0,500k,2.5719186655930613e-05,2.6200900707335847e-05,2.558020101898185e-05,4.817140514052343e-07,
ADAM30,ENSG00000134249.7,chr1,0.0,0,0.0023282145867119,0.041384405160164,0.0002928071852103,0.039056190573452096,
ADAM30,ENSG00000134249.7,chr1,20.0,20,0.0059518126800939,0.0575269106443433,0.0002687820466177,0.0515750979642494,
ADAM30,ENSG00000134249.7,chr1,30.0,30,0.0050816447926416,0.0592795441646104,0.0006867880360909,0.0541978993719688,
ADAM30,ENSG00000134249.7,chr1,100.0,100,0.0009871330800449,0.0224674337855539,0.0019408893717699,0.021480300705509003,
ADAM30,ENSG00000134249.7,chr1,1000.0,1k,2.319061732940198e-05,0.000194030394412,6.867209859647636e-06,0.00017083977708259803,
ADAM30,ENSG00000134249.7,chr1,10000.0,10k,1.4504419795635056e-05,3.488967071856579e-05,9.359133748970884e-06,2.038525092293073e-05,
ADAM30,ENSG00000134249.7,chr1,100000.0,100k,1.0501156304115252e-05,1.1489288882318232e-05,9.83175712145949e-06,9.881325782029797e-07,
ADAM30,ENSG00000134249.7,chr1,500000.0,500k,9.755177766377264e-06,9.915773091397784e-06,9.752157688101918e-06,1.6059532502052073e-07,
ADAM32,ENSG00000197140.15,chr8,0.0,0,0.008936337189983,0.012818769108382,0.0081622476708061,0.0038824319183989996,
ADAM32,ENSG00000197140.15,chr8,20.0,20,0.008729246430801,0.0125317839317636,0.00802630189557,0.0038025375009625995,
ADAM32,ENSG00000197140.15,chr8,30.0,30,0.0087011301407245,0.0124941296868648,0.0079936907508517,0.0037929995461403014,
ADAM32,ENSG00000197140.15,chr8,100.0,100,0.0085753792277536,0.0123313996808326,0.0078385313838598,0.003756020453079,
ADAM32,ENSG00000197140.15,chr8,1000.0,1k,0.0144397260387331,0.0197800761072434,0.0119815287188391,0.005340350068510299,
ADAM32,ENSG00000197140.15,chr8,10000.0,10k,0.0092979192753627,0.0111271280512594,0.0085418380459854,0.0018292087758966999,
ADAM32,ENSG00000197140.15,chr8,100000.0,100k,0.0116840059991817,0.0194745332730131,0.0087067804604304,0.0077905272738314005,
ADAM32,ENSG00000197140.15,chr8,500000.0,500k,0.0087870388719068,0.0087958382714006,0.0088268087316053,8.799399493799459e-06,
ADAM7,ENSG00000069206.15,chr8,0.0,0,6.620076550232076e-05,0.0002097758862323,4.33350168277172e-05,0.00014357512072997924,
ADAM7,ENSG00000069206.15,chr8,20.0,20,4.9381134118337015e-05,0.0002061627556321,4.16617181006545e-05,0.00015678162151376297,
ADAM7,ENSG00000069206.15,chr8,30.0,30,5.159323185739404e-05,0.0002166865688209,4.0303070930245615e-05,0.00016509333696350595,
ADAM7,ENSG00000069206.15,chr8,100.0,100,5.6710140767975826e-05,0.0002198408335375,4.767348190193364e-05,0.00016313069276952417,
ADAM7,ENSG00000069206.15,chr8,1000.0,1k,4.828162599948707e-05,0.0001346434264106,5.900327590796428e-05,8.636180041111293e-05,
ADAM7,ENSG00000069206.15,chr8,10000.0,10k,5.894986797618556e-05,0.0002367927585056,2.7689028949992992e-05,0.00017784289052941445,
ADAM7,ENSG00000069206.15,chr8,100000.0,100k,3.3622470563385455e-05,3.7425289606040966e-05,3.502608812978583e-05,3.802819042655511e-06,
ADAM7,ENSG00000069206.15,chr8,500000.0,500k,3.431804864881119e-05,3.447372655336989e-05,3.448347940868431e-05,1.556779045587016e-07,
ADAMTS18,ENSG00000140873.16,chr16,0.0,0,0.0051766794308676,0.0177614408602846,0.0014722599882806,0.012584761429417,
ADAMTS18,ENSG00000140873.16,chr16,20.0,20,0.0033387393566267,0.0122129927970246,0.0014969001296886,0.0088742534403979,
ADAMTS18,ENSG00000140873.16,chr16,30.0,30,0.0040221897888151,0.0151850609325284,0.0014307951820171,0.0111628711437133,
ADAMTS18,ENSG00000140873.16,chr16,100.0,100,0.0057521492210535,0.0178906560430802,0.0021789401352509,0.0121385068220267,
ADAMTS18,ENSG00000140873.16,chr16,1000.0,1k,0.002770646798266,0.0066708412918658,0.0020697171512985,0.0039001944935998,
ADAMTS18,ENSG00000140873.16,chr16,10000.0,10k,0.0032108126556258,0.0054985881944224,0.0022035420163168,0.0022877755387965995,
ADAMTS18,ENSG00000140873.16,chr16,100000.0,100k,0.0024580509550599,0.0031498579790539,0.002225266294207,0.0006918070239939999,
ADAMTS18,ENSG00000140873.16,chr16,500000.0,500k,0.0022178378083711,0.0022141268531312,0.0022137206683086,-3.710955239899852e-06,
ADAMTS19,ENSG00000145808.10,chr5,0.0,0,0.0035097375536952,0.0167765745199924,0.0014834668458446,0.013266836966297199,
ADAMTS19,ENSG00000145808.10,chr5,20.0,20,0.003762171961976,0.0207818246028413,0.0014078224626077,0.017019652640865298,
ADAMTS19,ENSG00000145808.10,chr5,30.0,30,0.0035622166068548,0.0187936963006515,0.0016223960111106,0.0152314796937967,
ADAMTS19,ENSG00000145808.10,chr5,100.0,100,0.0024622093448835,0.0140400980647718,0.0013369294095265,0.0115778887198883,
ADAMTS19,ENSG00000145808.10,chr5,1000.0,1k,0.003192602369618,0.0097669192539307,0.0010764737779,0.0065743168843127,
ADAMTS19,ENSG00000145808.10,chr5,10000.0,10k,0.0016131042786414,0.0037304088659537,0.0012051799717651,0.0021173045873123,
ADAMTS19,ENSG00000145808.10,chr5,100000.0,100k,0.0013207363131259,0.0017372042308159,0.0012405692710435,0.00041646791768999995,
ADAMTS19,ENSG00000145808.10,chr5,500000.0,500k,0.0012544797140477,0.0012554989633118,0.0012552474388679,1.0192492640999189e-06,
ADAMTS20,ENSG00000173157.18,chr12,0.0,0,0.0052086786342713,0.136334916660386,0.00055987393969,0.1311262380261147,
ADAMTS20,ENSG00000173157.18,chr12,20.0,20,0.0018620054440987,0.0765612313470661,0.0005031271946395,0.0746992259029674,
ADAMTS20,ENSG00000173157.18,chr12,30.0,30,0.0024900230948255,0.1117915847931297,0.0003648036594704,0.1093015616983042,
ADAMTS20,ENSG00000173157.18,chr12,100.0,100,0.0055940409664955,0.1653558043619498,0.0001727644729101,0.1597617633954543,
ADAMTS20,ENSG00000173157.18,chr12,1000.0,1k,0.0033185161750428,0.0426747005738241,0.0006029731253014,0.0393561843987813,
ADAMTS20,ENSG00000173157.18,chr12,10000.0,10k,0.001134071524656,0.0111554119814167,0.0006329030719307,0.0100213404567607,
ADAMTS20,ENSG00000173157.18,chr12,100000.0,100k,0.0007560826180686,0.0019383461804369,0.0006472915929496,0.0011822635623683002,
ADAMTS20,ENSG00000173157.18,chr12,500000.0,500k,0.000664949538379,0.0006688402028057,0.000665558153928,3.890664426700065e-06,
ADAMTS6,ENSG00000049192.15,chr5,0.0,0,0.0076042724702718,0.0148572823887632,0.0043667858812716,0.0072530099184914,
ADAMTS6,ENSG00000049192.15,chr5,20.0,20,0.008520607703418,0.0160205052002235,0.0049909847419335,0.007499897496805498,
ADAMTS6,ENSG00000049192.15,chr5,30.0,30,0.007514667522846,0.015336762200144,0.004719387640852,0.007822094677298,
ADAMTS6,ENSG00000049192.15,chr5,100.0,100,0.0115394753653687,0.0203962847487056,0.0071642382544036,0.008856809383336902,
ADAMTS6,ENSG00000049192.15,chr5,1000.0,1k,0.0072889763314762,0.0115810370040599,0.007391525726459,0.004292060672583701,
ADAMTS6,ENSG00000049192.15,chr5,10000.0,10k,0.006473549155766,0.007969217452788,0.0060970283943961,0.0014956682970220002,
ADAMTS6,ENSG00000049192.15,chr5,100000.0,100k,0.0062412810904739,0.0065128717672442,0.0062298816442148,0.00027159067677030076,
ADAMTS6,ENSG00000049192.15,chr5,500000.0,500k,0.006225933580284,0.0062116156779748,0.0062221867371915,-1.4317902309200249e-05,
ADAMTS8,ENSG00000134917.10,chr11,0.0,0,0.005887198096105,0.0755498753551005,0.0012420682455513,0.0696626772589955,
ADAMTS8,ENSG00000134917.10,chr11,20.0,20,0.0345982294906767,0.1518264276171131,0.0013171331138399,0.1172281981264364,
ADAMTS8,ENSG00000134917.10,chr11,30.0,30,0.0082252769333952,0.1007582557173576,0.0015296028731594,0.0925329787839624,
ADAMTS8,ENSG00000134917.10,chr11,100.0,100,0.0199966849381353,0.119270880517985,0.0027609407742857,0.0992741955798497,
ADAMTS8,ENSG00000134917.10,chr11,1000.0,1k,0.0045699297122972,0.0353748679041892,0.0030510725825466,0.030804938191892,
ADAMTS8,ENSG00000134917.10,chr11,10000.0,10k,0.0033199164526349,0.0041812965743374,0.0031419930039053,0.0008613801217024998,
ADAMTS8,ENSG00000134917.10,chr11,100000.0,100k,0.0031231331294411,0.0032158437112286,0.0031598945548114,9.271058178749987e-05,
ADAMTS8,ENSG00000134917.10,chr11,500000.0,500k,0.0031382670295662,0.0031445274303468,0.0031536420769843,6.260400780600233e-06,
ADARB2,ENSG00000185736.16,chr10,0.0,0,0.0008522347689648,0.0054130642789309,0.000585424331966,0.0045608295099660995,
ADARB2,ENSG00000185736.16,chr10,20.0,20,0.0015552756012275,0.0098058829990454,0.0005816614728147,0.0082506073978179,
ADARB2,ENSG00000185736.16,chr10,30.0,30,0.0011359123372042,0.0069147859783279,0.0005899630595592,0.0057788736411237,
ADARB2,ENSG00000185736.16,chr10,100.0,100,0.0007411977862016,0.0021649803567467,0.0005866835974042,0.0014237825705450998,
ADARB2,ENSG00000185736.16,chr10,1000.0,1k,0.0006892657484559,0.0014604980484958,0.0006103589019705,0.0007712323000399,
ADARB2,ENSG00000185736.16,chr10,10000.0,10k,0.00088391818077,0.0013662326100527,0.0005813265635372,0.00048231442928269995,
ADARB2,ENSG00000185736.16,chr10,100000.0,100k,0.0006606674667081,0.0008946799302333,0.0005996422718775,0.00023401246352520002,
ADARB2,ENSG00000185736.16,chr10,500000.0,500k,0.0006021929712858,0.0006258955679565,0.0005999510659482,2.3702596670699947e-05,
ADCY2,ENSG00000078295.17,chr5,0.0,0,0.0039538168988108,0.0209776698415759,0.0005737099641972,0.0170238529427651,
ADCY2,ENSG00000078295.17,chr5,20.0,20,0.0030293353525765,0.016439546691987,0.0005391023438267,0.013410211339410498,
ADCY2,ENSG00000078295.17,chr5,30.0,30,0.0030455266541464,0.0182447842604953,0.0006119981422085,0.015199257606348899,
ADCY2,ENSG00000078295.17,chr5,100.0,100,0.0028602524339224,0.0139030143090966,0.0007179920725871,0.0110427618751742,
ADCY2,ENSG00000078295.17,chr5,1000.0,1k,0.0012887921275858,0.0046710251550182,0.0008493075716011,0.0033822330274324,
ADCY2,ENSG00000078295.17,chr5,10000.0,10k,0.0009953185877461,0.0015355070687766,0.0008757383520182,0.0005401884810305,
ADCY2,ENSG00000078295.17,chr5,100000.0,100k,0.0009699906984076,0.0012744988137822,0.0008871621786455,0.00030450811537460006,
ADCY2,ENSG00000078295.17,chr5,500000.0,500k,0.0008826040105179,0.0008884682552442,0.0008856868808203,5.864244726300053e-06,
ADCY8,ENSG00000155897.10,chr8,0.0,0,0.0030418250184947,0.0273956390487088,0.0011748464680766,0.0243538140302141,
ADCY8,ENSG00000155897.10,chr8,20.0,20,0.0028627301489255,0.0194561750877353,0.0011097699109538,0.0165934449388098,
ADCY8,ENSG00000155897.10,chr8,30.0,30,0.0038641643231931,0.0288548548512286,0.0011128588466855,0.0249906905280355,
ADCY8,ENSG00000155897.10,chr8,100.0,100,0.0026561683263419,0.0192322250805397,0.0009780645014807,0.0165760567541978,
ADCY8,ENSG00000155897.10,chr8,1000.0,1k,0.0019462674286358,0.0097201454046516,0.0008177340091501,0.0077738779760158,
ADCY8,ENSG00000155897.10,chr8,10000.0,10k,0.0009889745173737,0.0020994219805144,0.0008285795123137,0.0011104474631407,
ADCY8,ENSG00000155897.10,chr8,100000.0,100k,0.0010614266409125,0.002084582227176,0.0008330434671885,0.0010231555862635,
ADCY8,ENSG00000155897.10,chr8,500000.0,500k,0.0008546190304844,0.0008940425502263,0.000842767067351,3.9423519741900036e-05,
ADGB,ENSG00000118492.19,chr6,0.0,0,0.0002080909536157,0.0004455311970133,0.0001485853438192,0.00023744024339759998,
ADGB,ENSG00000118492.19,chr6,20.0,20,0.0002187735405051,0.0004999123095949,0.0001551278367996,0.0002811387690898,
ADGB,ENSG00000118492.19,chr6,30.0,30,0.0001971365906913,0.0004636741452099,0.0001502473551774,0.0002665375545186,
ADGB,ENSG00000118492.19,chr6,100.0,100,0.0001445844659143,0.0002369105578925,0.0001595881710541,9.232609197820001e-05,
ADGB,ENSG00000118492.19,chr6,1000.0,1k,0.0001293746159017,0.0002094651260879,0.0001444968925733,8.009051018620001e-05,
ADGB,ENSG00000118492.19,chr6,10000.0,10k,0.0001575489684667,0.0002215615735401,0.0001527087135707,6.40126050734e-05,
ADGB,ENSG00000118492.19,chr6,100000.0,100k,0.0001686516636179,0.000253429507248,0.0001409250752424,8.477784363010001e-05,
ADGB,ENSG00000118492.19,chr6,500000.0,500k,0.0001444087793167,0.0001491639193755,0.0001421293652591,4.7551400588000114e-06,
ADGRB2,ENSG00000121753.13,chr1,0.0,0,0.0117715616891813,0.0771086409838211,0.0036299506064694,0.0653370792946398,
ADGRB2,ENSG00000121753.13,chr1,20.0,20,0.015940162623156,0.0927202108253352,0.0033145547049706,0.07678004820217921,
ADGRB2,ENSG00000121753.13,chr1,30.0,30,0.0184712073142097,0.1030640758435586,0.0035494222770251,0.0845928685293489,
ADGRB2,ENSG00000121753.13,chr1,100.0,100,0.0176200719897393,0.0761432469333101,0.0037845177947605,0.058523174943570795,
ADGRB2,ENSG00000121753.13,chr1,1000.0,1k,0.0127306101764727,0.0458124911080973,0.0038404656433069,0.0330818809316246,
ADGRB2,ENSG00000121753.13,chr1,10000.0,10k,0.0051431060644285,0.0138348450186371,0.0038996137170248,0.008691738954208602,
ADGRB2,ENSG00000121753.13,chr1,100000.0,100k,0.0042955225688471,0.0048021519409063,0.003933668167633,0.0005066293720592,
ADGRB2,ENSG00000121753.13,chr1,500000.0,500k,0.0039131505442621,0.0039058905434709,0.0039221396650968,-7.26000079119939e-06,
ADGRD2,ENSG00000180264.12,chr9,0.0,0,0.0020062837049928,0.0325118936291041,4.622479054977832e-05,0.0305056099241113,
ADGRD2,ENSG00000180264.12,chr9,20.0,20,0.0008663294314614,0.0202279818492336,4.77712382035229e-05,0.0193616524177722,
ADGRD2,ENSG00000180264.12,chr9,30.0,30,0.0018392326401058,0.0410441236923826,4.4059299228483706e-05,0.0392048910522768,
ADGRD2,ENSG00000180264.12,chr9,100.0,100,0.0018703623849272,0.0652500780479006,0.0001065793595171,0.0633797156629734,
ADGRD2,ENSG00000180264.12,chr9,1000.0,1k,0.0008571657953206,0.0285328195476039,0.0001109398991981,0.0276756537522833,
ADGRD2,ENSG00000180264.12,chr9,10000.0,10k,0.0003311845340023,0.002298265989835,0.0001289508040071,0.0019670814558327,
ADGRD2,ENSG00000180264.12,chr9,100000.0,100k,0.0001301818345156,0.0001329089191687,0.0001320453213651,2.7270846530999895e-06,
ADGRD2,ENSG00000180264.12,chr9,500000.0,500k,0.0001298738155868,0.0001291862758033,0.0001314980421327,-6.875397834999906e-07,
ADGRF1,ENSG00000153292.16,chr6,0.0,0,0.0004314320239684,0.0015203844584257,0.0002756928810127,0.0010889524344573,
ADGRF1,ENSG00000153292.16,chr6,20.0,20,0.0003878293529625,0.0011698039613107,0.0002460403163502,0.0007819746083481999,
ADGRF1,ENSG00000153292.16,chr6,30.0,30,0.0004033707488847,0.0012623355764652,0.0002472487070416,0.0008589648275805,
ADGRF1,ENSG00000153292.16,chr6,100.0,100,0.0003142883050027,0.0007393077036981,0.000242170692235,0.00042501939869540005,
ADGRF1,ENSG00000153292.16,chr6,1000.0,1k,0.0002362300115536,0.0005806080378125,0.000208822942511,0.0003443780262589,
ADGRF1,ENSG00000153292.16,chr6,10000.0,10k,0.0004846573615882,0.0021279376019718,0.0002294979641301,0.0016432802403836,
ADGRF1,ENSG00000153292.16,chr6,100000.0,100k,0.0002368293751639,0.000251665692781,0.0002292874372771,1.483631761709997e-05,
ADGRF1,ENSG00000153292.16,chr6,500000.0,500k,0.0002296459378872,0.0002284696399991,0.0002314257532877,-1.1762978881000143e-06,
ADGRF4,ENSG00000153294.12,chr6,0.0,0,0.0052177842821586,0.0629132910687695,0.0001191754208488,0.0576955067866109,
ADGRF4,ENSG00000153294.12,chr6,20.0,20,0.006009201402417,0.067210564839386,0.0001181806600223,0.061201363436969004,
ADGRF4,ENSG00000153294.12,chr6,30.0,30,0.009766433508726,0.0835853752211552,8.882556365428742e-05,0.0738189417124292,
ADGRF4,ENSG00000153294.12,chr6,100.0,100,0.0080045277671318,0.0544015095947603,0.0001137695705643,0.0463969818276285,
