promoter_id	gene_name	primary_input_qc_pass	primary_interaction_rna	interaction_log2_T_over_G_rna	contact_edge_cluster	high_signed_distance_bp	primary_contact_oe_difference	geometry_group	minimum_endpoint_or_replacement_edge_margin_bp	sort1_region_overlap	absolute_high_distance_bp	distance_stratum	within_distance_contact_quintile
ENSG00000116819__TFAP2E__tss35573314	TFAP2E	True	-0.0003860995718452	-0.0806236187430361	35570000__35705000	134187	2.28920578956604	clean ≤500 kb	455273	False	134187	50–150	4
ENSG00000126067__PSMB2__tss35641526	PSMB2	True	0.0002683419591472	0.0013075968223497	35640000__34955000	-684025	3.006385236978531	>500 kb	142854	False	684025		
ENSG00000142686__C1orf216__tss35718894	C1orf216	True	1.7835608643393397e-06	0.0002018516049284	35715000__35220000	-496393	2.723013252019882	mixed	244170	False	496393	300–500	
ENSG00000092853__CLSPN__tss35769978	CLSPN	True	7.257291121374673e-05	0.0055083577845567	35765000__35205000	-562477	4.9438230991363525	>500 kb	241128	False	562477		
ENSG00000134698__AGO4__tss35808016	AGO4	True	-5.96019306486114e-06	-0.0016832286623719	35805000__35225000	-580515	4.038356781005859	>500 kb	232109	False	580515		
ENSG00000092847__AGO1__tss35869808	AGO1	True	-6.166421541778639e-08	-7.111565001870473e-05	35865000__35325000	-542307	2.9879361391067505	>500 kb	213713	False	542307		
ENSG00000126070__AGO3__tss35930718	AGO3	True	3.035168026842977e-05	0.0004212705394207	35930000__35235000	-693217	2.5240447521209717	>500 kb	140758	False	693217		
ENSG00000092850__TEKT2__tss36084094	TEKT2	True	4.297687026445394e-06	0.0033295105942163	36080000__35335000	-746593	3.7771947383880615	>500 kb	121570	False	746593		
ENSG00000116863__ADPRS__tss36088892	ADPRS	True	0.0001730649737251	0.0024289960929874	36085000__36265000	178609	2.318439483642578	clean ≤500 kb	433062	False	178609	150–300	3
ENSG00000171812__COL8A2__tss36125222	COL8A2	True	-1.500772490664832e-07	-0.0002103538620435	36125000__36275000	152279	0.6168473362922668	clean ≤500 kb	446227	False	152279	150–300	1
ENSG00000116871__MAP7D1__tss36155579	MAP7D1	True	-0.000176020207289	-0.0176776936039827	36155000__36250000	96922	0.5666443109512329	clean ≤500 kb	473906	False	96922	50–150	1
ENSG00000054116__TRAPPC3__tss36156053	TRAPPC3	True	-7.846490067610519e-05	-0.0157964752018015	36155000__36250000	96448	0.5666443109512329	clean ≤500 kb	474143	False	96448	50–150	1
ENSG00000054118__THRAP3__tss36224432	THRAP3	True	-3.368382280310306e-05	-0.0006711530119707	36220000__35525000	-696931	1.912108063697815	>500 kb	151401	False	696931		
ENSG00000214193__SH3D21__tss36306368	SH3D21	True	-0.0008963028967285	-0.0015725783699102	36305000__37210000	906133	6.2088751792907715	>500 kb	61800	False	906133		
ENSG00000196182__STK40__tss36385924	STK40	True	-7.292025190367563e-05	-0.00360826371997	36385000__36205000	-178423	1.5719676613807678	clean ≤500 kb	433155	False	178423	150–300	1
ENSG00000181817__LSM10__tss36397908	LSM10	True	-0.0001490936837801	-0.0048002251948709	36395000__36210000	-185407	0.7163839638233185	clean ≤500 kb	429663	False	185407	150–300	1
ENSG00000116885__OSCP1__tss36450451	OSCP1	True	3.034084486601809e-05	0.0066148446908606	36450000__37390000	942050	2.9156765937805176	>500 kb	51342	False	942050		
ENSG00000116898__MRPS15__tss36464384	MRPS15	True	0.0004129954043064	0.0018656170465543	36460000__37430000	968117	4.206708580255508	>500 kb	38308	False	968117		
ENSG00000119535__CSF3R__tss36483278	CSF3R	True	-4.800391853861021e-05	-0.0075654126971391	36480000__37420000	939223	5.503458499908447	>500 kb	52755	False	939223		
ENSG00000163873__GRIK3__tss37034515	GRIK3	True	-5.468932860078124e-07	-0.0007759357155259	37030000__36560000	-472014	2.728659570217133	mixed	271359	False	472014	300–500	
ENSG00000163874__ZC3H12A__tss37474580	ZC3H12A	True	7.464012149250437e-05	0.0019567730606276	37470000__36605000	-867079	4.984532564878464	>500 kb	51327	False	867079		
ENSG00000163875__MEAF6__tss37514766	MEAF6	True	-0.0001946229656495	-0.0018134651768892	37510000__36530000	-982265	3.4028366804122925	>500 kb	31234	False	982265		
ENSG00000163877__SNIP1__tss37554293	SNIP1	True	-3.848031521990619e-06	-8.546803180448266e-05	37550000__36650000	-901792	4.9997076988220215	>500 kb	51470	False	901792		
ENSG00000163879__DNALI1__tss37556919	DNALI1	True	-3.91180248327308e-06	-0.0005301542844679	37555000__36655000	-899418	3.1930267810821533	>500 kb	47657	False	899418		
ENSG00000134697__GNL2__tss37595937	GNL2	True	2.440966717504045e-05	0.0003027942792019	37595000__36615000	-978436	2.857172429561615	>500 kb	33148	False	978436		
ENSG00000169218__RSPO1__tss37634892	RSPO1	True	4.998444755651458e-08	7.109573589495426e-05	37630000__38630000	997609	3.879523277282715	>500 kb	23562	False	997609		
ENSG00000116922__AIRIM__tss37692249	AIRIM	True	2.107728083122068e-05	0.0003429648345726	37690000__38630000	940252	4.857227802276611	>500 kb	27241	False	940252		
ENSG00000134690__CDCA8__tss37692481	CDCA8	True	0.0002528097215795	0.0037059452667781	37690000__38630000	940020	4.857227802276611	>500 kb	27357	False	940020		
ENSG00000183317__EPHA10__tss37765133	EPHA10	True	8.126784565746581e-09	1.159124398598485e-05	37765000__38635000	872368	4.063795566558838	>500 kb	71183	False	872368		
ENSG00000185090__MANEAL__tss37793847	MANEAL	True	-6.128578807952645e-05	-0.0024867825802818	37790000__38580000	788654	3.1374704837799072	>500 kb	120540	False	788654		
ENSG00000197982__C1orf122__tss37806979	C1orf122	True	-3.5170981221147035e-05	-0.0002687163002385	37805000__38600000	795522	1.933471918106079	>500 kb	99606	False	795522		
ENSG00000196449__YRDC__tss37808208	YRDC	True	-9.396866163802198e-06	-3.3533239955700796e-05	37805000__38600000	794293	1.933471918106079	>500 kb	100220	False	794293		
ENSG00000188786__MTF1__tss37859592	MTF1	True	-0.0002547574521977	-0.0022191597344068	37855000__38600000	742909	2.2501368522644043	>500 kb	130912	False	742909		
ENSG00000204084__INPP5B__tss37947053	INPP5B	True	-5.826844005044074e-05	-0.0027685523925199	37945000__38560000	615448	2.242255821824074	>500 kb	214643	False	615448		
ENSG00000183431__SF3A3__tss37990075	SF3A3	True	0.000206187517655	0.0013851646351455	37990000__38905000	917426	5.035458087921143	>500 kb	33654	False	917426		
ENSG00000183386__FHL3__tss38005606	FHL3	True	-1.4600196734877117e-05	-0.0027178049817761	38005000__38825000	821895	4.941697955131531	>500 kb	73919	False	821895		
ENSG00000183520__UTP11__tss38009258	UTP11	True	3.24988344937657e-06	0.0035765573119838	38005000__38825000	818243	4.941697955131531	>500 kb	75745	False	818243		
ENSG00000185668__POU3F1__tss38046793	POU3F1	True	-4.917159111690736e-06	-0.0030162643358533	38045000__38830000	785708	10.999346375465391	>500 kb	97013	False	785708		
ENSG00000116954__RRAGC__tss38859772	RRAGC	True	3.7204699844840816e-05	0.0016588799962244	38855000__38060000	-797271	2.518339157104492	>500 kb	123731	False	797271		
ENSG00000214114__MYCBP__tss38873368	MYCBP	True	-9.292552324768194e-05	-0.0022613790329999	38870000__39065000	194133	1.7286036610603333	clean ≤500 kb	425300	False	194133	150–300	2
ENSG00000131233__GJA9__tss38881587	GJA9	True	-0.0003999488973388	-0.1027744252085628	38880000__39035000	155914	3.933398187160492	clean ≤500 kb	436910	False	155914	150–300	5
ENSG00000274944__ENSG00000274944__tss38881617	ENSG00000274944	True	-0.0005597295718303	-0.1261406348435117	38880000__39035000	155884	3.933398187160492	clean ≤500 kb	436925	False	155884	150–300	5
ENSG00000158315__RHBDL2__tss38941830	RHBDL2	True	-4.0572871270402075e-06	-0.0031008740026713	38940000__38115000	-824329	2.2527662813663483	>500 kb	85202	False	824329		
ENSG00000174574__AKIRIN1__tss38991276	AKIRIN1	True	-0.0003365935904558	-0.0032461951342817	38990000__38055000	-933775	3.241587400436402	>500 kb	45479	False	933775		
ENSG00000168653__NDUFS5__tss39026318	NDUFS5	True	0.0003962080472431	0.0034619663244734	39025000__38030000	-993817	2.32617449760437	>500 kb	25458	False	993817		
ENSG00000127603__MACF1__tss39081316	MACF1	True	-3.0713714985096873e-06	-0.0014489113868546	39080000__38895000	-183815	1.3164187967777252	clean ≤500 kb	395459	False	183815	150–300	1
ENSG00000183682__BMP8A__tss39491636	BMP8A	True	1.949739289325617e-06	0.0014243964686977	39490000__40015000	525865	2.799243211746216	>500 kb	251934	False	525865		
ENSG00000090621__PABPC4__tss39576790	PABPC4	True	7.823177140875437e-06	1.7937059946858663e-05	39575000__38905000	-669289	4.100858896970749	>500 kb	150222	False	669289		
ENSG00000163909__HEYL__tss39639643	HEYL	True	8.887302110753038e-08	0.0001026479947236	39635000__39040000	-597142	3.2938138246536255	>500 kb	203795	False	597142		
ENSG00000116981__NT5C1A__tss39672107	NT5C1A	True	3.06185777809213e-08	4.1025585364495273e-05	39670000__39985000	315394	1.6271708011627195	clean ≤500 kb	342170	False	315394	300–500	1
ENSG00000116983__HPCAL4__tss39691485	HPCAL4	True	4.850448942379917e-07	0.0006647143306793	39690000__39985000	296016	2.649490475654602	clean ≤500 kb	341859	False	296016	150–300	3
ENSG00000084072__PPIE__tss39692182	PPIE	True	5.5698800646127794e-08	7.874166324678034e-05	39690000__39985000	295319	2.649490475654602	clean ≤500 kb	342207	False	295319	150–300	3
ENSG00000198754__OXCT2__tss39771348	OXCT2	True	2.9716215202788693e-06	0.0009860115879313	39770000__39035000	-733847	4.533553123474121	>500 kb	125443	False	733847		
ENSG00000116985__BMP8B__tss39788865	BMP8B	True	-4.1746156151855826e-07	-0.0001802805942684	39785000__40005000	218636	1.6538490653038025	clean ≤500 kb	405549	False	218636	150–300	2
ENSG00000043514__TRIT1__tss39883511	TRIT1	True	4.3760261679293144e-06	0.0001196659789995	39880000__39590000	-291010	1.4219191074371338	clean ≤500 kb	376861	False	291010	150–300	1
ENSG00000116990__MYCL__tss39902256	MYCL	True	0.0015287021969844	0.0572098018122423	39900000__39980000	80245	2.1649215817451477	clean ≤500 kb	447244	False	80245	50–150	3
ENSG00000168389__MFSD2A__tss39955112	MFSD2A	True	5.165068537436347e-05	0.0030124714445834	39955000__38980000	-972611	3.2769525051116943	>500 kb	28561	False	972611		
ENSG00000131236__CAP1__tss40040233	CAP1	True	-6.092021212765475e-05	-0.0015689376302426	40040000__40630000	592268	2.399288386106491	>500 kb	218733	False	592268		
ENSG00000131238__PPT1__tss40097260	PPT1	True	0.0001427998642416	0.0047881980605515	40095000__40960000	865241	2.318437337875366	>500 kb	89746	False	865241		
ENSG00000117000__RLF__tss40161387	RLF	True	2.693035660229076e-05	0.000859095192245	40160000__40875000	716114	2.536910727620125	>500 kb	156810	False	716114		
ENSG00000188800__TMCO2__tss40245947	TMCO2	True	-3.457327619211148e-05	-0.0212460034182268	40245000__40115000	-128446	0.982294738292694	clean ≤500 kb	425643	False	128446	50–150	1
ENSG00000084073__ZMPSTE24__tss40258041	ZMPSTE24	True	0.0001204078478562	0.0012073923321042	40255000__40115000	-140540	0.1743794679641723	clean ≤500 kb	419596	False	140540	50–150	1
ENSG00000049089__COL9A2__tss40317813	COL9A2	True	-0.0007263780674813	-0.1158846392581229	40315000__40140000	-175312	3.89559018611908	clean ≤500 kb	434710	False	175312	150–300	5
ENSG00000084070__SMAP2__tss40344850	SMAP2	True	-2.650702257455933e-07	-0.000354185775265	40340000__40150000	-192349	6.7512378096580505	clean ≤500 kb	426192	False	192349	150–300	5
ENSG00000187801__ZFP69B__tss40450102	ZFP69B	True	0.0001039442286673	0.004710107834788	40450000__40145000	-302601	2.9521615505218506	clean ≤500 kb	371066	False	302601	300–500	3
ENSG00000187815__ZFP69__tss40477290	ZFP69	True	5.008493124382396e-06	0.0003979077500721	40475000__40150000	-324789	2.1618759483098984	clean ≤500 kb	359972	False	324789	300–500	2
ENSG00000164002__EXO5__tss40508741	EXO5	True	1.7252771256359711e-06	5.629978710805766e-05	40505000__40110000	-396240	1.7983664870262146	clean ≤500 kb	294246	False	396240	300–500	1
ENSG00000117010__ZNF684__tss40531573	ZNF684	True	8.838402969701259e-05	0.0037546754478845	40530000__40140000	-389072	3.811688393354416	clean ≤500 kb	327830	False	389072	300–500	4
ENSG00000117016__RIMS3__tss40665682	RIMS3	True	5.484484542680329e-06	0.003395943369828	40665000__40950000	286819	4.198639497160912	clean ≤500 kb	378957	False	286819	150–300	5
ENSG00000066136__NFYC__tss40691648	NFYC	True	8.682847619841116e-05	0.0015134919065875	40690000__40110000	-579147	2.689314305782318	>500 kb	202793	False	579147		
ENSG00000117013__KCNQ4__tss40783787	KCNQ4	True	-4.422052109389496e-06	-0.0047343215290631	40780000__40950000	168714	3.6247838139534	clean ≤500 kb	438010	False	168714	150–300	4
ENSG00000179862__CITED4__tss40862363	CITED4	True	0.0166254316791885	0.1563350205549825	40860000__40925000	65138	0.7318791151046753	clean ≤500 kb	469798	False	65138	50–150	1
ENSG00000171793__CTPS1__tss40979300	CTPS1	True	0.0001745266132	0.0045526770758602	40975000__40850000	-126799	3.615129202604294	clean ≤500 kb	458967	False	126799	50–150	5
ENSG00000171790__SLFNL1__tss41023237	SLFNL1	True	5.6744694441626664e-05	0.0042245250300013	41020000__41430000	409264	2.293000668287277	clean ≤500 kb	307735	False	409264	300–500	2
ENSG00000010803__SCMH1__tss41242306	SCMH1	True	3.494943942063469e-05	0.0028159560502785	41240000__42060000	820195	4.702311038970947	>500 kb	99769	False	820195		
ENSG00000204060__FOXO6__tss41361922	FOXO6	True	0.0019018127490091	0.5754120432452611	41360000__41415000	55579	1.6347060203552246	clean ≤500 kb	457077	False	55579	50–150	2
ENSG00000127129__EDN2__tss41484683	EDN2	True	-2.957672553589608e-06	-0.0028667107086243	41480000__42070000	587818	2.7607975602149963	>500 kb	215958	False	587818		
ENSG00000284895__ENSG00000284895__tss41628816	ENSG00000284895	True	2.470626926795547e-06	0.0025981455293435	41625000__42060000	433685	4.137401774525642	clean ≤500 kb	283024	False	433685	300–500	4
ENSG00000127124__HIVEP3__tss42035925	HIVEP3	True	1.9216993647515465e-06	0.0016217477425263	42035000__41275000	-758424	4.037363529205322	>500 kb	113154	False	758424		
ENSG00000044012__GUCA2B__tss42153410	GUCA2B	True	-1.1374831130124444e-05	-0.0073107917752889	42150000__42360000	209091	2.3375452160835266	clean ≤500 kb	400321	False	209091	150–300	3
ENSG00000197273__GUCA2A__tss42164745	GUCA2A	True	2.884243087426363e-07	7.261710322301398e-05	42160000__41560000	-602244	3.7259994447231297	>500 kb	186244	False	602244		
ENSG00000198815__FOXJ3__tss42335877	FOXJ3	True	-3.7848493159582663e-05	-0.0015059263821148	42335000__43115000	781624	7.071394473314285	>500 kb	131555	False	781624		
ENSG00000177181__RIMKLA__tss42380792	RIMKLA	True	7.622422516262743e-06	0.003374113852297	42380000__42065000	-313291	3.0033452808856964	clean ≤500 kb	345721	False	313291	300–500	3
ENSG00000127125__PPCS__tss42456117	PPCS	True	-0.0017347079674758	-0.0108734737625538	42455000__42295000	-158616	1.767219364643097	clean ≤500 kb	415558	False	158616	150–300	2
ENSG00000066185__ZMYND12__tss42456253	ZMYND12	True	-0.0007578971027821	-0.0162118336117926	42455000__42295000	-158752	1.767219364643097	clean ≤500 kb	415490	False	158752	150–300	2
ENSG00000186409__CCDC30__tss42463221	CCDC30	True	3.991273604938769e-05	0.0062354425634141	42460000__42290000	-170720	2.098537176847458	clean ≤500 kb	414506	False	170720	150–300	2
ENSG00000171960__PPIH__tss42658335	PPIH	True	-0.0003970632461332	-0.0036127981729617	42655000__42350000	-305834	2.966024324297905	clean ≤500 kb	369449	False	305834	300–500	3
ENSG00000065978__YBX1__tss42682418	YBX1	True	-0.0034371156508967	-0.0058782884079313	42680000__42235000	-444917	2.737088590860367	clean ≤500 kb	299908	False	444917	300–500	3
ENSG00000164007__CLDN19__tss42740254	CLDN19	True	9.195545604784132e-05	0.0038311741478698	42740000__42345000	-392753	2.241722345352173	clean ≤500 kb	325990	False	392753	300–500	2
ENSG00000117385__P3H1__tss42767084	P3H1	True	0.0009466208190836	0.006285000126255	42765000__43070000	305417	4.3067057728767395	clean ≤500 kb	369658	False	305417	300–500	4
ENSG00000164008__C1orf50__tss42767245	C1orf50	True	0.000349350188104	0.0047171877894502	42765000__43070000	305256	4.3067057728767395	clean ≤500 kb	369739	False	305256	300–500	4
ENSG00000283580__ENSG00000283580__tss42767292	ENSG00000283580	True	0.0004914568804342	0.0068181199709276	42765000__43070000	305209	4.3067057728767395	clean ≤500 kb	369762	False	305209	300–500	4
ENSG00000274386__TMEM269__tss42784991	TMEM269	True	1.279240914665511e-05	0.0026370132459925	42780000__43075000	292510	5.979382693767548	clean ≤500 kb	376112	False	292510	150–300	5
ENSG00000164010__ERMAP__tss42817122	ERMAP	True	-4.2417385618290226e-05	-0.0009417116087874	42815000__43085000	270379	4.784586012363434	clean ≤500 kb	387177	False	270379	150–300	5
ENSG00000177868__SVBP__tss42817397	SVBP	True	-0.0002367486136759	-0.0027913259496003	42815000__43085000	270104	4.784586012363434	clean ≤500 kb	387315	False	270104	150–300	5
ENSG00000164011__ZNF691__tss42846573	ZNF691	True	1.3812545894567596e-05	0.0002469811918212	42845000__43125000	280928	1.492345094680786	clean ≤500 kb	381903	False	280928	150–300	1
ENSG00000117394__SLC2A1__tss42958893	SLC2A1	True	0.0290514855650795	0.1226366326089489	42955000__43070000	113608	7.0229122042655945	clean ≤500 kb	433063	False	113608	50–150	5
ENSG00000186973__CFAP144__tss43145153	CFAP144	True	-3.855337473309848e-05	-0.0103954281195981	43145000__42225000	-917652	4.055683612823486	>500 kb	63540	False	917652		
ENSG00000243710__CFAP57__tss43172330	CFAP57	True	0.0010930697175971	0.0068928204848731	43170000__43500000	330171	2.015708953142166	clean ≤500 kb	322281	False	330171	300–500	1
ENSG00000117395__EBNA1BP2__tss43270936	EBNA1BP2	True	-1.6374886408354475e-05	-0.0077541292441754	43270000__43460000	191565	1.2036760449409485	clean ≤500 kb	399084	False	191565	150–300	1
ENSG00000117400__MPL__tss43337818	MPL	True	-5.295647930975524e-07	-0.0005117118699206	43335000__42345000	-990317	2.955883502960205	>500 kb	27208	False	990317		
ENSG00000117399__CDC20__tss43358981	CDC20	True	-0.0012190288269032	-0.0014125768624183	43355000__42370000	-986480	3.582897901535034	>500 kb	29126	False	986480		
ENSG00000066322__ELOVL1__tss43368074	ELOVL1	True	7.00398026969376e-06	0.0001520964950736	43365000__43120000	-245573	1.3138226866722107	clean ≤500 kb	369580	False	245573	150–300	1
ENSG00000159479__MED8__tss43389808	MED8	True	0.0003539990898465	0.0049400619493509	43385000__43125000	-262307	2.138680949807167	clean ≤500 kb	353713	False	262307	150–300	2
ENSG00000198198__SZT2__tss43389882	SZT2	True	3.303514563381127e-05	0.0011176565551593	43385000__43125000	-262381	2.138680949807167	clean ≤500 kb	353676	False	262381	150–300	2
ENSG00000178922__HYI__tss43453989	HYI	True	0.0003421931349639	0.0034588517041795	43450000__44345000	893512	2.990647077560425	>500 kb	58111	False	893512		
ENSG00000142949__PTPRF__tss43525187	PTPRF	True	3.079885567938671e-07	0.0004183876075312	43525000__43085000	-437686	2.35221266746521	clean ≤500 kb	286023	False	437686	300–500	2
ENSG00000066135__KDM4A__tss43650149	KDM4A	True	-8.923203339033375e-05	-0.0052187614548806	43650000__43480000	-167648	0.7192183136940002	clean ≤500 kb	428542	False	167648	150–300	1
ENSG00000284989__ENSG00000284989__tss43650149	ENSG00000284989	True	-8.923203339033375e-05	-0.0052187614548806	43650000__43480000	-167648	0.7192183136940002	clean ≤500 kb	428542	False	167648	150–300	1
ENSG00000126091__ST3GAL3__tss43705824	ST3GAL3	True	0.0020439184815408	0.0067751146443665	43705000__43515000	-188323	1.8798385858535769	clean ≤500 kb	405705	False	188323	150–300	2
ENSG00000117407__ARTN__tss43933320	ARTN	True	3.287796774357945e-05	0.0070583070780281	43930000__43515000	-415819	1.9398081302642824	clean ≤500 kb	291957	False	415819	300–500	1
ENSG00000117408__IPO13__tss43946950	IPO13	True	2.6775411513510483e-05	0.0002587018565443	43945000__43505000	-439449	1.3312959671020508	clean ≤500 kb	282642	False	439449	300–500	1
ENSG00000132768__DPH2__tss43970000	DPH2	True	-0.0003859259571163	-0.0013453820424007	43965000__43625000	-342499	1.7517008781433103	clean ≤500 kb	323617	False	342499	300–500	1
ENSG00000117410__ATP6V0B__tss43974487	ATP6V0B	True	-0.0008343549844555	-0.0012695616478854	43970000__43510000	-461986	1.9562011063098907	mixed	266373	False	461986	300–500	
ENSG00000159214__CCDC24__tss43991359	CCDC24	True	0.0025936896767426	0.0068122018378558	43990000__43480000	-508858	2.4938337206840515	mixed	267937	False	508858		
ENSG00000196517__SLC6A9__tss44031467	SLC6A9	True	-5.576001980061272e-06	-0.0007412789737147	44030000__43755000	-273966	3.0258122086524963	clean ≤500 kb	385383	False	273966	150–300	4
ENSG00000171872__KLF17__tss44118821	KLF17	True	-6.099887901275355e-08	-8.301407043063568e-05	44115000__44575000	458680	2.3091849088668823	clean ≤500 kb	293027	False	458680	300–500	2
ENSG00000283039__KLF18__tss44141631	KLF18	True	-8.444794965818924e-07	-0.0011222029710929	44140000__44470000	330870	1.7251294255256653	clean ≤500 kb	324432	False	330870	300–500	1
ENSG00000178028__DMAP1__tss44213455	DMAP1	True	0.0001611483593626	0.0012081350598679	44210000__44585000	374046	3.100797116756439	clean ≤500 kb	335344	False	374046	300–500	3
ENSG00000117419__ERI3__tss44355260	ERI3	True	-0.000380994539999	-0.0090878620718597	44355000__44595000	242241	3.4202146530151367	clean ≤500 kb	401246	False	242241	150–300	4
ENSG00000187147__RNF220__tss44405194	RNF220	True	1.403305030590169e-06	0.0012918640258445	44405000__45230000	827307	2.0659639835357666	>500 kb	98713	False	827307		
ENSG00000126106__TMEM53__tss44674481	TMEM53	True	-7.289299518080904e-05	-0.0041712661157997	44670000__44370000	-301980	1.9136536121368408	clean ≤500 kb	371376	False	301980	300–500	1
ENSG00000198520__ARMH1__tss44674692	ARMH1	True	-3.626658202166271e-05	-0.0036374977321086	44670000__44370000	-302191	1.9136536121368408	clean ≤500 kb	371271	False	302191	300–500	1
ENSG00000142945__KIF2C__tss44739818	KIF2C	True	5.5945334603936525e-05	0.0006917862986356	44735000__45180000	442683	3.90621280670166	clean ≤500 kb	301025	False	442683	300–500	4
ENSG00000142937__RPS8__tss44775251	RPS8	True	0.0006960952313805	0.0001741961132192	44775000__45280000	507250	1.704543113708496	mixed	231242	False	507250		
ENSG00000142959__BEST4__tss44788170	BEST4	True	-2.1308062126821313e-05	-0.003980476741345	44785000__45360000	574331	3.0706561505794525	>500 kb	212701	False	574331		
ENSG00000173846__PLK3__tss44800377	PLK3	True	-1.0001836176234956e-05	-0.0002030505188178	44800000__45435000	637124	3.763983130455017	>500 kb	188805	False	637124		
ENSG00000188396__DYNLT4__tss44807351	DYNLT4	True	0.0001044013167901	0.0030671814151687	44805000__45355000	550150	2.826695889234543	>500 kb	209792	False	550150		
ENSG00000222009__BTBD19__tss44808523	BTBD19	True	1.3365900875028648e-05	0.0003166485837461	44805000__45355000	548978	2.826695889234543	>500 kb	210378	False	548978		
ENSG00000117425__PTCH2__tss44843253	PTCH2	True	-5.6151418917120555e-05	-0.0083567611961879	44840000__45285000	444248	2.3139846324920654	clean ≤500 kb	300243	False	444248	300–500	2
ENSG00000070785__EIF2B3__tss44986722	EIF2B3	True	-0.0001161751361169	-0.0049814183433929	44985000__45280000	295779	1.6600695252418518	clean ≤500 kb	374477	False	295779	150–300	2
ENSG00000126088__UROD__tss45010950	UROD	True	0.0005493786117389	0.0032069935637711	45010000__45290000	281551	3.4829137325286865	clean ≤500 kb	381591	False	281551	150–300	4
ENSG00000126107__HECTD3__tss45011324	HECTD3	True	0.0024312709079607	0.0088735836965538	45010000__45290000	281177	3.4829137325286865	clean ≤500 kb	381778	False	281177	150–300	4
ENSG00000162415__ZSWIM5__tss45306209	ZSWIM5	True	3.158922958878532e-05	0.0070169817736179	45305000__44915000	-388708	3.940975129604339	clean ≤500 kb	320512	False	388708	300–500	4
ENSG00000186603__HPDL__tss45326895	HPDL	True	0.0005476540472073	0.0092470178505198	45325000__45020000	-304394	3.008050799369812	clean ≤500 kb	342669	False	304394	300–500	3
ENSG00000132773__TOE1__tss45340052	TOE1	True	3.7388469659727086e-06	2.1940750232755067e-05	45340000__44915000	-422551	3.0950958728790283	clean ≤500 kb	296091	False	422551	300–500	3
ENSG00000132781__MUTYH__tss45340893	MUTYH	True	7.905358623826186e-05	0.0009191186244554	45340000__44915000	-423392	3.0950958728790283	clean ≤500 kb	295670	False	423392	300–500	3
ENSG00000288208__ENSG00000288208__tss45491155	ENSG00000288208	True	3.940530948754774e-05	0.0032632938316588	45490000__44915000	-573654	1.178744614124298	>500 kb	235539	False	573654		
ENSG00000070759__TESK2__tss45491163	TESK2	True	-4.087828858876166e-05	-0.0034453784897266	45490000__44915000	-573662	1.178744614124298	>500 kb	235535	False	573662		
ENSG00000280670__CCDC163__tss45500079	CCDC163	True	0.0010322057375518	0.0220426673340333	45500000__45355000	-142578	3.942772775888443	clean ≤500 kb	418577	False	142578	50–150	5
ENSG00000132763__MMACHC__tss45500300	MMACHC	True	0.0006228783962816	0.0170821951601868	45500000__45355000	-142799	3.942772775888443	clean ≤500 kb	418467	False	142799	50–150	5
ENSG00000117450__PRDX1__tss45542732	PRDX1	True	-1.4318736359551602e-05	-0.0038219781027241	45540000__44855000	-685231	3.286671817302704	>500 kb	179751	False	685231		
ENSG00000117448__AKR1A1__tss45550543	AKR1A1	True	0.0005410157916602	0.0020453513495426	45550000__44865000	-683042	5.955344051122665	>500 kb	173345	False	683042		
ENSG00000132780__NASP__tss45583846	NASP	True	-0.0010739289739971	-0.0076773454828187	45580000__45350000	-231345	3.154607370495796	clean ≤500 kb	371694	False	231345	150–300	4
ENSG00000159588__CCDC17__tss45624057	CCDC17	True	0.00039639163492	0.0151363901048406	45620000__45875000	253444	3.0584923028945923	clean ≤500 kb	383145	False	253444	150–300	4
ENSG00000159592__GPBP1L1__tss45688113	GPBP1L1	True	0.0006763449829935	0.0087253363967734	45685000__45875000	189388	2.6529387831687927	clean ≤500 kb	397673	False	189388	150–300	3
ENSG00000159596__TMEM69__tss45688181	TMEM69	True	0.0004298296668356	0.0060982596213452	45685000__45875000	189320	2.6529387831687927	clean ≤500 kb	397707	False	189320	150–300	3
ENSG00000197429__IPP__tss45750653	IPP	True	-4.419982161702699e-05	-0.0056847243282638	45750000__45870000	121848	2.0918686389923096	clean ≤500 kb	433943	False	121848	50–150	3
ENSG00000086015__MAST2__tss45786987	MAST2	True	7.975918921238392e-09	1.1461168240360083e-05	45785000__46145000	360514	1.843466192483902	clean ≤500 kb	342110	False	360514	300–500	1
ENSG00000117461__PIK3R3__tss46133036	PIK3R3	True	-7.421623579932646e-05	-0.0019548080721148	46130000__45180000	-950535	6.427170753479004	>500 kb	37099	False	950535		
ENSG00000117472__TSPAN1__tss46175073	TSPAN1	True	1.7353224013372214e-07	0.0002479559978713	46175000__45975000	-197572	1.3627519607543943	clean ≤500 kb	386080	False	197572	150–300	1
ENSG00000250719__P3R3URF__tss46176488	P3R3URF	True	8.836662949080292e-08	0.0001253246037282	46175000__45975000	-198987	1.3627519607543943	clean ≤500 kb	385373	False	198987	150–300	1
ENSG00000278139__P3R3URF-PIK3R3__tss46176488	P3R3URF-PIK3R3	True	8.836662949080292e-08	0.0001253246037282	46175000__45975000	-198987	1.3627519607543943	clean ≤500 kb	385373	False	198987	150–300	1
ENSG00000171357__LURAP1__tss46203334	LURAP1	True	-6.368316571573078e-06	-0.0027480791516233	46200000__45365000	-835833	3.6529877185821538	>500 kb	66950	False	835833		
